prefill_freq_bin,decode_freq_bin,effective_batch_size,energy,latency,inference_time,batching_time,compute_time,avg_power,temperature,power_headroom,slo_violation,temp_violation,power_violation,throughput_raw,edp_efficiency_raw,performance_metric,constraint_penalty,prefill_power_w,decode_power_w,prefill_time,decode_time,num_prompt_tokens,num_decode_tokens,prefill_TOTAL_POWER,decode_TOTAL_POWER,throughput_normalized,edp_efficiency_normalized,reward,end_to_end_latency
2,5,4,114.8376723,4.4396,4.762661219,0.0053,0.0593,24.36615,62.0,0.5938975,False,False,False,105.4148785,0.001961425,0.40072697161510384,0.0,22.8223,25.91,0.0623,4.3773,68,400,22.8223,25.91,0.09893398943276221,0.9220057590209666,0.40072697161510384,4.4395999999999995
3,2,6,115.5895664,4.7199,5.044817209,0.0055,0.058,23.23445,61.9,0.612759167,False,False,False,144.9182938,0.001832941,0.39878488074041296,0.0,21.9457,24.5232,0.0611,4.6588,84,600,21.9457,24.5232,0.14418615633789306,0.8417169081256188,0.39878488074041296,4.7199
9,9,5,131.3812998,4.4187,4.733634233,0.0053,0.0547,27.78725,67.0,0.536879167,False,False,False,133.5234043,0.00172255,0.41985357841608223,0.0,25.7893,29.7852,0.0577,4.361,90,500,25.7893,29.7852,0.13113302061270116,0.7727342601757703,0.41985357841608223,4.418699999999999
4,9,5,130.062426,4.3969,4.718477249,0.0053,0.0565,27.56315,64.8,0.540614167,False,False,False,128.4995955,0.001748645,0.39969205371511146,0.0,25.4897,29.6366,0.0595,4.3374,65,500,25.4897,29.6366,0.12537811986321923,0.789040863053281,0.39969205371511146,4.3969
1,1,12,132.301619,5.5496,5.875603199,0.0078,0.1279,22.47795,61.6,0.6253675,False,False,False,250.8288434,0.001361988,0.3669976788938227,0.0,21.0483,23.9076,0.1315,5.4181,192,1200,21.0483,23.9076,0.2655093844971895,0.5474213133767261,0.3669976788938227,5.5496
0,10,6,137.3028179,4.5176,4.840545893,0.006,0.1546,27.82585,62.7,0.536235833,False,False,False,163.3610405,0.001612177,0.36902640101197415,0.0,25.0659,30.5858,0.1579,4.3597,138,600,25.0659,30.5858,0.16531279173180677,0.7037628603137468,0.36902640101197415,4.5176
5,1,11,129.79234,5.3974,5.719395161,0.0072,0.0682,23.14685,63.3,0.614219167,False,False,False,234.3720617,0.001427468,0.37934409069603714,0.0,22.222,24.0717,0.0715,5.3259,165,1100,22.222,24.0717,0.2466577225192515,0.5883393573092576,0.37934409069603714,5.3974
2,9,5,130.4175094,4.4079,4.738969088,0.0055,0.0597,27.3854,64.4,0.543576667,False,False,False,132.7162293,0.001739532,0.3958177632977361,0.0,25.119,29.6518,0.0628,4.3451,85,500,25.119,29.6518,0.13020838112155192,0.7833462061449555,0.3958177632977361,4.407900000000001
0,7,5,123.8584975,4.4772,4.80166316,0.0056,0.0859,25.7384,64.5,0.571026667,False,False,False,130.6619917,0.001803299,0.41178513103922904,0.0,23.7326,27.7442,0.0892,4.388,85,500,23.7326,27.7442,0.1278551997059188,0.823193807052801,0.41178513103922904,4.4772
6,9,5,130.676842,4.3983,4.722218752,0.0055,0.0552,27.74455,64.6,0.537590833,False,False,False,129.5954961,0.001739869,0.39597205219598813,0.0,25.7247,29.7644,0.0584,4.3399,70,500,25.7247,29.7644,0.12663350187224345,0.7835567953447916,0.39597205219598813,4.3983
6,1,11,129.0304813,5.3728,5.68816185,0.0072,0.0625,23.2696,63.1,0.612173333,False,False,False,231.3504632,0.001442471,0.3796859246497948,0.0,22.505,24.0342,0.0657,5.3071,143,1100,22.505,24.0342,0.24319640459005737,0.5977146385114532,0.3796859246497948,5.3728
8,10,5,133.2397112,4.3841,4.704802036,0.0054,0.0553,28.55385,66.2,0.5241025,False,False,False,131.1557375,0.001711929,0.4068728546299161,0.0,26.666,30.4417,0.0582,4.3259,75,500,26.666,30.4417,0.1284207980771135,0.766097263465211,0.4068728546299161,4.3841
3,10,5,133.8898074,4.4059,4.734203339,0.0055,0.0587,28.23905,65.5,0.529349167,False,False,False,138.4506824,0.001695188,0.3997922368994245,0.0,26.0273,30.4508,0.0618,4.3441,110,500,26.0273,30.4508,0.1367773429902956,0.7556359168941282,0.3997922368994245,4.4059
7,10,6,136.5885768,4.4764,4.80109477,0.0056,0.0557,28.54725,65.5,0.5242125,False,False,False,152.8013241,0.001635523,0.393398854463911,0.0,26.5287,30.5658,0.0585,4.4179,84,600,26.5287,30.5658,0.15321636803338168,0.7183516302228623,0.393398854463911,4.476400000000001
9,5,4,114.2709594,4.4245,4.740280151,0.0048,0.055,24.2806,64.9,0.595323333,False,False,False,103.9665264,0.00197788,0.44380547636038364,0.0,22.693,25.8682,0.0576,4.3669,60,400,22.693,25.8682,0.09727486526669052,0.9322883859743845,0.44380547636038364,4.4245
3,3,5,113.5847764,4.5702,4.892370939,0.0054,0.0571,23.3669,63.0,0.610551667,False,False,False,124.7209915,0.001926392,0.41969091827373517,0.0,21.8403,24.8935,0.0601,4.5101,70,500,21.8403,24.8935,0.12104963288107226,0.9001138556445407,0.41969091827373517,4.570200000000001
9,1,11,129.4280755,5.379,5.695780754,0.007,0.0597,23.4902,64.0,0.608496667,False,False,False,233.128791,0.001436382,0.3847039787306893,0.0,22.905,24.0754,0.0628,5.3162,154,1100,22.905,24.0754,0.245233524312656,0.5939096603577392,0.3847039787306893,5.379
0,6,5,119.3862454,4.4905,4.813920259,0.0054,0.082,24.8473,62.1,0.585878333,False,False,False,125.82115,0.00186531,0.39474182352270765,0.0,23.0396,26.655,0.0852,4.4053,65,500,23.0396,26.655,0.12230989242283648,0.8619440945039345,0.39474182352270765,4.490500000000001
1,7,5,122.9931912,4.427,4.74520278,0.0055,0.0598,25.6564,63.0,0.572393333,False,False,False,125.3670374,0.001836578,0.3986330097736561,0.0,23.468,27.8448,0.063,4.364,55,500,23.468,27.8448,0.12178969489022154,0.843989646760051,0.3986330097736561,4.427
10,3,5,113.9292753,4.5801,4.902677298,0.0048,0.0551,23.7643,65.4,0.603928333,False,False,False,124.451404,0.001916416,0.44803636666882823,0.0,22.625,24.9036,0.0578,4.5223,70,500,22.625,24.9036,0.12074081354348104,0.8938799154143797,0.44803636666882823,4.580100000000001
5,1,12,131.8833849,5.4865,5.812945127,0.0079,0.0674,23.10195,62.0,0.6149675,False,False,False,247.1520556,0.001382021,0.3707996997741785,0.0,22.1412,24.0627,0.0711,5.4154,156,1200,22.1412,24.0627,0.26129753056160465,0.5599398102322606,0.3707996997741785,5.4865
8,1,11,129.5857183,5.3876,5.706837416,0.0074,0.0595,23.45295,63.9,0.6091175,False,False,False,234.7983824,0.001432345,0.3842687011197684,0.0,22.839,24.0669,0.0628,5.3248,165,1100,22.839,24.0669,0.24714608372359306,0.5913869642160834,0.3842687011197684,5.3876
8,5,4,114.0810013,4.424,4.73786521,0.0048,0.0548,24.4621,63.7,0.592298333,False,False,False,103.0741177,0.001981397,0.42735484024057924,0.0,23.102,25.8222,0.0575,4.3665,56,400,23.102,25.8222,0.09625258840446714,0.9344861373566495,0.42735484024057924,4.424
4,4,5,114.3894868,4.5302,4.854898453,0.0053,0.0554,23.604,63.9,0.6066,False,False,False,123.6148242,0.00192973,0.4314453657123549,0.0,21.914,25.294,0.0584,4.4718,60,500,21.914,25.294,0.11978249010608802,0.902199751042323,0.4314453657123549,4.5302
3,7,5,122.9778602,4.4335,4.756230116,0.0053,0.0574,25.6828,62.4,0.571953333,False,False,False,127.4387893,0.001834114,0.39232340785848907,0.0,23.5697,27.7959,0.0604,4.3731,65,500,23.5697,27.7959,0.12416293938194074,0.8424499085155523,0.39232340785848907,4.4335
4,8,6,128.3504629,4.5341,4.863533735,0.0056,0.0565,26.4978,63.7,0.55837,False,False,False,149.5335018,0.001718349,0.39462424883506514,0.0,24.639,28.3566,0.0595,4.4746,78,600,24.639,28.3566,0.14947299447914855,0.7701090814561525,0.39462424883506514,4.5341
3,1,12,131.5210589,5.492,5.815636396,0.0077,0.087,22.8339,62.3,0.619435,False,False,False,249.0895395,0.00138444,0.3742492755055675,0.0,21.682,23.9858,0.0907,5.4013,168,1200,21.682,23.9858,0.2635169676445245,0.5614514282571964,0.3742492755055675,5.492
5,2,6,115.3510894,4.6836,5.00379467,0.0057,0.0567,23.1986,63.7,0.613356667,False,False,False,146.0414754,0.001850966,0.42493838182936094,0.0,21.731,24.6662,0.0598,4.6238,84,600,21.731,24.6662,0.1454727894262471,0.8529806182948898,0.42493838182936094,4.6836
0,4,5,113.4731958,4.5223,4.841099262,0.0055,0.0729,23.30085,61.4,0.6116525,False,False,False,123.8307667,0.001948711,0.40323424841736105,0.0,21.4474,25.1543,0.0761,4.4462,60,500,21.4474,25.1543,0.1200298577318414,0.914060859653859,0.40323424841736105,4.5223
10,6,4,116.6247901,4.3751,4.700271368,0.0047,0.054,25.2328,65.0,0.579453333,False,False,False,102.3976361,0.001959842,0.43945219930158164,0.0,23.7713,26.6943,0.0566,4.3185,48,400,23.7713,26.6943,0.09547766152690547,0.9210165521861283,0.43945219930158164,4.375100000000001
10,5,4,114.0118808,4.4246,4.744396448,0.0048,0.053,24.48415,66.3,0.591930833,False,False,False,104.868213,0.00198233,0.4650881808164738,0.0,23.1673,25.801,0.0559,4.3687,64,400,23.1673,25.801,0.09830777019932602,0.9350691632422489,0.4650881808164738,4.4246
7,1,11,129.6689368,5.3981,5.724776745,0.0071,0.061,23.32015,62.0,0.611330833,False,False,False,238.4171767,0.001428641,0.3751444840887008,0.0,22.602,24.0383,0.0642,5.3339,187,1100,22.602,24.0383,0.25129150462999594,0.5890723576991912,0.3751444840887008,5.3980999999999995
5,6,5,119.8840228,4.4833,4.79724741,0.0053,0.0554,25.16735,62.2,0.580544167,False,False,False,127.1384634,0.001860548,0.39582420194875595,0.0,23.5525,26.7822,0.0584,4.4249,70,500,23.5525,26.7822,0.12381890842538866,0.8589683503804354,0.39582420194875595,4.4833
2,2,6,115.0507022,4.6839,4.998701096,0.0063,0.0605,23.2102,62.0,0.613163333,False,False,False,146.0321215,0.00185568,0.4059656484771628,0.0,21.8195,24.6009,0.0638,4.6201,84,600,21.8195,24.6009,0.14546207429590208,0.8559263675175222,0.4059656484771628,4.6838999999999995
2,4,5,113.525185,4.5135,4.838952303,0.0055,0.0582,23.3316,61.9,0.61114,False,False,False,124.0722003,0.001951616,0.41068938480698103,0.0,21.46,25.2032,0.0613,4.4522,60,500,21.46,25.2032,0.12030642606095261,0.9158761760500717,0.41068938480698103,4.5135000000000005
4,1,12,130.6144967,5.4584,5.780785084,0.0078,0.073,22.9367,61.5,0.617721667,False,False,False,246.2259552,0.00140263,0.37224506097195664,0.0,21.9157,23.9577,0.0765,5.3819,144,1200,21.9157,23.9577,0.2602366590001599,0.5728182458981974,0.37224506097195664,5.4584
2,3,5,114.0442296,4.5874,4.902386189,0.0055,0.0619,23.46205,62.8,0.608965833,False,False,False,131.8829551,0.001911437,0.41862943983689865,0.0,22.023,24.9011,0.065,4.5224,105,500,22.023,24.9011,0.12925384433302925,0.8907685693432118,0.41862943983689865,4.587400000000001
8,8,5,125.5434513,4.4152,4.739214659,0.0053,0.0554,26.7001,65.7,0.554998333,False,False,False,127.966994,0.001804079,0.4241358374883881,0.0,24.9187,28.4815,0.0584,4.3568,65,500,24.9187,28.4815,0.12476801129946871,0.8236812241918875,0.4241358374883881,4.4152
5,8,5,125.1042223,4.4001,4.715872049,0.0053,0.0554,26.5487,64.1,0.557521667,False,False,False,126.1334683,0.001816626,0.40739072661591286,0.0,24.614,28.4834,0.0583,4.3418,55,500,24.614,28.4834,0.1226676609785878,0.8315217662997291,0.40739072661591286,4.4001
6,6,5,119.3158692,4.4648,4.78648448,0.0051,0.0553,25.151,63.0,0.580816667,False,False,False,124.3056521,0.001877153,0.40760268084132556,0.0,23.5363,26.7657,0.0581,4.4067,55,500,23.5363,26.7657,0.12057385103516496,0.8693447113990621,0.40760268084132556,4.464799999999999
2,7,5,123.8152698,4.465,4.782503366,0.0054,0.0673,25.874,64.0,0.568766667,False,False,False,134.3784693,0.001808857,0.40993429823636396,0.0,23.9572,27.7908,0.0706,4.3944,100,500,23.9572,27.7908,0.13211251931682297,0.8266669666156754,0.40993429823636396,4.465
10,1,11,129.3200637,5.3882,5.706649303,0.0071,0.059,23.69145,64.5,0.6051425,False,False,False,236.8137343,0.001435127,0.3897869223042236,0.0,23.375,24.0079,0.0621,5.3261,176,1100,23.375,24.0079,0.24945472058090734,0.5931254186788247,0.3897869223042236,5.3882
8,3,5,113.6332451,4.5529,4.880609989,0.0051,0.0553,23.72475,63.5,0.6045875,False,False,False,125.1949032,0.001932887,0.4281030224899889,0.0,22.4587,24.9908,0.0582,4.4947,70,500,22.4587,24.9908,0.12159251078628201,0.9041725406680867,0.4281030224899889,4.5529
7,2,6,115.6331188,4.6877,5.00184226,0.0055,0.0541,23.31715,64.5,0.611380833,False,False,False,148.4736335,0.001844837,0.4344563554212546,0.0,21.9333,24.701,0.057,4.6307,96,600,21.9333,24.701,0.1482588883861734,0.8491506443904538,0.4344563554212546,4.6877
6,2,6,115.4015373,4.6922,5.013002872,0.0055,0.0556,23.46365,62.2,0.608939167,False,False,False,147.052524,0.001846766,0.40700925577963554,0.0,22.304,24.6233,0.0586,4.6336,90,600,22.304,24.6233,0.1466309713112549,0.8503560644690403,0.40700925577963554,4.692200000000001
1,8,5,125.3239899,4.4117,4.735510826,0.0052,0.0654,26.4006,62.0,0.55999,False,False,False,130.3352154,0.001808672,0.38380671625600654,0.0,24.3298,28.4714,0.0684,4.3433,75,500,24.3298,28.4714,0.12748086914346135,0.8265513612685845,0.38380671625600654,4.4117
5,10,6,135.2920268,4.4481,4.77594614,0.0058,0.0558,28.4673,64.5,0.525545,False,False,False,152.4245965,0.001661702,0.39040456242250327,0.0,26.466,30.4686,0.0588,4.3893,78,600,26.466,30.4686,0.15278481698637716,0.7347107241768901,0.39040456242250327,4.4481
6,1,12,130.8150694,5.4498,5.780132294,0.0076,0.0637,23.2438,62.8,0.612603333,False,False,False,246.6145094,0.00140269,0.3793078708045399,0.0,22.4648,24.0228,0.067,5.3828,144,1200,22.4648,24.0228,0.260681757718247,0.572855739524281,0.3793078708045399,5.4498
7,8,5,125.2100704,4.4055,4.725700378,0.0051,0.0548,26.4587,65.2,0.559021667,False,False,False,129.3836955,0.001812865,0.4215587569129866,0.0,24.4433,28.4741,0.0577,4.3478,70,500,24.4433,28.4741,0.12639087889827982,0.8291715408380578,0.4215587569129866,4.4055
2,8,5,124.9382142,4.4048,4.726010799,0.0053,0.0605,26.36675,63.4,0.560554167,False,False,False,129.4042569,0.001817099,0.40152156683828455,0.0,24.31,28.4235,0.0636,4.3412,70,500,24.31,28.4235,0.126414432504912,0.8318173410520212,0.40152156683828455,4.4048
10,10,6,135.2429942,4.4433,4.753935337,0.0053,0.0544,28.6411,66.8,0.522648333,False,False,False,151.23891,0.001664101,0.41262977302894444,0.0,26.7973,30.4849,0.0571,4.3862,72,600,26.7973,30.4849,0.15142658294540398,0.7362098443264647,0.41262977302894444,4.4433
8,2,6,115.4314185,4.6696,4.992438316,0.0053,0.0549,23.37745,62.7,0.610375833,False,False,False,147.7642308,0.001855224,0.41538008750898153,0.0,22.001,24.7539,0.0579,4.6117,90,600,22.001,24.7539,0.1474462495512889,0.8556414159592869,0.41538008750898153,4.6696
1,6,5,119.1006945,4.4684,4.796825647,0.0055,0.0654,24.8038,63.6,0.586603333,False,False,False,129.8003469,0.00187903,0.4193702898492958,0.0,22.895,26.7126,0.0686,4.3998,80,500,22.895,26.7126,0.12686816367355486,0.8705176370017099,0.4193702898492958,4.4684
3,8,5,125.131561,4.4028,4.726685524,0.0056,0.0566,26.31885,63.9,0.5613525,False,False,False,131.7343209,0.001815115,0.40851201215296584,0.0,24.1582,28.4795,0.0597,4.3431,80,500,24.1582,28.4795,0.12908358007675844,0.8305775518161913,0.40851201215296584,4.4028
1,5,6,118.9137013,4.5929,4.920244932,0.0059,0.065,24.2259,63.3,0.596235,False,False,False,146.3127553,0.00183097,0.4155593723651514,0.0,22.51,25.9418,0.0683,4.5246,72,600,22.51,25.9418,0.14578354745108066,0.8404852425087735,0.4155593723651514,4.5929
2,1,12,132.9573317,5.554,5.877500057,0.008,0.0983,22.5013,62.0,0.624978333,False,False,False,261.4331542,0.001354197,0.3747853792803992,0.0,21.0087,23.9939,0.1021,5.4519,252,1200,21.0087,23.9939,0.2776568922149711,0.542552766029775,0.3747853792803992,5.554
0,3,6,115.4192008,4.6343,4.963436842,0.0059,0.0859,23.11305,61.7,0.6147825,False,False,False,147.5950742,0.001869553,0.4066915433644635,0.0,21.249,24.9771,0.0891,4.5452,84,600,21.249,24.9771,0.14725247636387784,0.8645955187618105,0.4066915433644635,4.6343000000000005
9,6,5,119.3655728,4.4632,4.781808376,0.0052,0.0543,25.3604,65.5,0.577326667,False,False,False,125.4704863,0.001877044,0.43953976812658674,0.0,23.94,26.7808,0.0572,4.406,60,500,23.94,26.7808,0.1219081982361576,0.8692765979783438,0.43953976812658674,4.4632
1,10,6,134.7082602,4.4263,4.749994516,0.006,0.066,28.1785,64.4,0.530358333,False,False,False,153.1753037,0.001677123,0.3938637633608696,0.0,25.8505,30.5065,0.0693,4.357,78,600,25.8505,30.5065,0.1536447711764971,0.7443472109741344,0.3938637633608696,4.4263
6,8,5,125.6733813,4.4154,4.743262529,0.0052,0.0559,26.6801,65.2,0.555331667,False,False,False,132.4907976,0.001802132,0.42080619668870006,0.0,24.849,28.5112,0.0587,4.3567,85,500,24.849,28.5112,0.12995014337586244,0.8224645560254757,0.42080619668870006,4.4154
5,7,5,122.893056,4.4096,4.723732471,0.0055,0.0556,25.98085,65.1,0.566985833,False,False,False,128.1295065,0.001845328,0.4280380513780754,0.0,24.0407,27.921,0.0586,4.351,65,500,24.0407,27.921,0.12495417350135231,0.849457467230571,0.4280380513780754,4.4096
9,1,12,131.9552247,5.4755,5.801085234,0.0077,0.0592,23.609,64.3,0.606516667,False,False,False,252.0317319,0.001384043,0.38608531260032747,0.0,23.1073,24.1107,0.0627,5.4128,180,1200,23.1073,24.1107,0.2668873238666562,0.5612033454312767,0.38608531260032747,5.4755
5,4,5,114.4536772,4.5229,4.850886345,0.0053,0.0554,24.02935,63.9,0.599510833,False,False,False,126.0253099,0.00193176,0.4336120309539512,0.0,22.7195,25.3392,0.0584,4.4645,70,500,22.7195,25.3392,0.12254376278062637,0.9034682853914836,0.4336120309539512,4.5229
2,5,5,115.7596404,4.4768,4.802157164,0.0051,0.0576,24.1857,62.5,0.596905,False,False,False,125.0893216,0.001929635,0.4142223725367938,0.0,22.4672,25.9042,0.0606,4.4162,60,500,22.4672,25.9042,0.1214715643782556,0.9021403861343574,0.4142223725367938,4.4768
1,1,13,133.8131792,5.6204,5.94498539,0.0084,0.1079,22.2546,62.8,0.62909,False,False,False,268.3082577,0.001329639,0.3773686662906168,0.0,20.6364,23.8728,0.1117,5.5087,208,1300,20.6364,23.8728,0.2855324981267478,0.5272066248737716,0.3773686662906168,5.6204
6,10,6,135.2146236,4.4363,4.766154528,0.0055,0.0551,28.3653,64.7,0.527245,False,False,False,155.5349829,0.001667076,0.3958230132374815,0.0,26.1947,30.5359,0.058,4.3783,90,600,26.1947,30.5359,0.1563478437131384,0.7380689032864414,0.3958230132374815,4.4363
3,10,6,134.4997914,4.4104,4.729115486,0.0058,0.0581,28.0281,66.0,0.532865,False,False,False,153.7275182,0.001685778,0.41231795209321553,0.0,25.4897,30.5665,0.0612,4.3492,78,600,25.4897,30.5665,0.1542773469305594,0.7497556665366889,0.41231795209321553,4.4104
0,1,14,136.521711,5.7329,6.063312054,0.0084,0.1421,22.03275,61.3,0.6327875,False,False,False,280.8351304,0.001277685,0.36905713274807206,0.0,20.1564,23.9091,0.1457,5.5872,210,1400,20.1564,23.9091,0.29988234939694236,0.4947408940480119,0.36905713274807206,5.7329
1,4,5,113.5810618,4.4926,4.8172822,0.0052,0.0595,23.6749,61.1,0.605418333,False,False,False,124.6493958,0.00195973,0.40229354749340285,0.0,22.022,25.3278,0.0625,4.4301,60,500,22.022,25.3278,0.12096761818584946,0.9209465640841056,0.40229354749340285,4.4926
5,1,13,133.0463277,5.5527,5.878542423,0.008,0.0704,23.05335,62.9,0.6157775,False,False,False,262.2147312,0.001353608,0.37917194415848277,0.0,22.1212,23.9855,0.074,5.4787,156,1300,22.1212,23.9855,0.2785522085460938,0.5421847036003881,0.37917194415848277,5.5527
4,1,13,133.8459244,5.5746,5.900449991,0.008,0.0791,23.00995,62.0,0.616500833,False,False,False,265.8486231,0.001340236,0.37478994746936645,0.0,21.9794,24.0405,0.0826,5.492,182,1300,21.9794,24.0405,0.28271492413726956,0.5338286241338973,0.37478994746936645,5.5746
0,9,6,131.9032892,4.4484,4.772994041,0.0059,0.0877,27.1996,64.0,0.546673333,False,False,False,156.4607148,0.001704278,0.398971456387392,0.0,24.6425,29.7567,0.0912,4.3572,96,600,24.6425,29.7567,0.15740829314846114,0.7613162012457882,0.398971456387392,4.4483999999999995
8,1,12,132.147099,5.4954,5.820460081,0.0078,0.057,23.1966,63.3,0.61339,False,False,False,257.6700044,0.001377029,0.38342860188917127,0.0,22.3272,24.066,0.0605,5.4349,216,1200,22.3272,24.066,0.2733461084119663,0.5568203405421079,0.38342860188917127,5.4954
6,5,5,116.0717969,4.4522,4.772041082,0.0057,0.055,24.2738,63.6,0.595436667,False,False,False,125.7804848,0.001935079,0.4303530487749041,0.0,22.4287,26.1189,0.0582,4.394,60,500,22.4287,26.1189,0.12226330940201015,0.9055423078076729,0.4303530487749041,4.4522
7,5,5,115.7801651,4.4684,4.781355143,0.0053,0.0543,24.48915,62.6,0.5918475,False,False,False,124.2055044,0.00193292,0.4156656150101371,0.0,23.03,25.9483,0.0573,4.4111,55,500,23.03,25.9483,0.12045912929778736,0.9041931621624326,0.4156656150101371,4.4684
10,7,5,122.8750313,4.4155,4.727970123,0.0051,0.0545,26.3912,65.4,0.560146667,False,False,False,127.9582996,0.001843132,0.4309665446659508,0.0,24.916,27.8664,0.0573,4.3582,65,500,24.916,27.8664,0.12475805164314656,0.8480852005159123,0.4309665446659508,4.4155
7,3,5,113.8848629,4.5578,4.879633188,0.0052,0.0556,23.68135,61.6,0.605310833,False,False,False,133.8364707,0.001926543,0.4082296107843247,0.0,22.3415,25.0212,0.0585,4.4993,110,500,22.3415,25.0212,0.1314916461360287,0.9002082146035175,0.4082296107843247,4.5578
5,9,6,132.6125873,4.4265,4.743078947,0.0053,0.0556,27.8036,63.5,0.536606667,False,False,False,153.1683829,0.00170355,0.39146641373951796,0.0,25.59,30.0172,0.0584,4.3681,78,600,25.59,30.0172,0.15363684322408241,0.7608612785826412,0.39146641373951796,4.4265
7,7,5,123.218981,4.4151,4.733868122,0.0052,0.0551,26.36445,65.2,0.5605925,False,False,False,130.2348463,0.001838154,0.42876149971849203,0.0,24.7787,27.9502,0.058,4.3571,75,500,24.7787,27.9502,0.12736589378675292,0.8449744793385127,0.42876149971849203,4.4151
0,5,5,115.5366494,4.4492,4.773843527,0.0053,0.0726,24.116,62.6,0.598066667,False,False,False,125.8652958,0.001945352,0.4197769819554952,0.0,22.1988,26.0332,0.0757,4.3735,60,500,22.1988,26.0332,0.12236046255948389,0.9119618414869473,0.4197769819554952,4.4492
10,2,6,115.6436137,4.6799,4.999077082,0.0056,0.0559,23.62245,64.4,0.6062925,False,False,False,152.5673299,0.001847744,0.4368093365243727,0.0,22.506,24.7389,0.0591,4.6208,114,600,22.506,24.7389,0.15294832172617462,0.8509672105742025,0.4368093365243727,4.6799
6,7,5,122.2981046,4.3867,4.715774775,0.0054,0.0554,25.8576,63.8,0.56904,False,False,False,128.798384,0.001863985,0.41742735884931065,0.0,23.7807,27.9345,0.0583,4.3284,65,500,23.7807,27.9345,0.12572038968897106,0.8611161102612558,0.41742735884931065,4.3867
5,3,6,115.2781496,4.6169,4.940008879,0.0057,0.0557,23.5468,62.9,0.607553333,False,False,False,146.8517519,0.001878895,0.4227399741953185,0.0,22.0877,25.0059,0.0588,4.5581,78,600,22.0877,25.0059,0.14640098176452593,0.8704332763430219,0.4227399741953185,4.616899999999999
6,1,13,133.8826941,5.5687,5.88631773,0.0079,0.059,22.88365,63.3,0.618605833,False,False,False,268.464764,0.001341287,0.3823188642847968,0.0,21.6987,24.0686,0.0625,5.5062,195,1300,21.6987,24.0686,0.2857117800737774,0.5344853874841278,0.3823188642847968,5.5687
2,1,13,134.1690131,5.6215,5.948816776,0.0083,0.0953,22.52,61.0,0.624666667,False,False,False,272.8808551,0.001325854,0.3726953317688834,0.0,21.1237,23.9163,0.099,5.5225,234,1300,21.1237,23.9163,0.29077052474200016,0.5248414019616666,0.3726953317688834,5.6215
2,8,6,127.5153339,4.4608,4.781360865,0.0055,0.0589,26.52785,64.8,0.557869167,False,False,False,150.6455903,0.001758024,0.41699757971935364,0.0,24.4113,28.6444,0.0618,4.399,72,600,24.4113,28.6444,0.150746920139325,0.7949017417039104,0.41699757971935364,4.4608
1,9,6,131.68257,4.418,4.738721371,0.006,0.0669,27.3138,64.3,0.54477,False,False,False,154.821151,0.001718882,0.4045694986976033,0.0,24.74,29.8876,0.0701,4.3479,84,600,24.74,29.8876,0.15553013111700734,0.7704421498345283,0.4045694986976033,4.418
3,1,13,134.5569048,5.6118,5.938658953,0.008,0.0788,22.7064,61.9,0.62156,False,False,False,273.3525298,0.001324317,0.3761989266554868,0.0,21.3968,24.016,0.0825,5.5293,234,1300,21.3968,24.016,0.2913108401068169,0.5238809402401592,0.3761989266554868,5.6118
4,5,5,115.2122652,4.4539,4.775308132,0.0052,0.0564,24.1214,63.2,0.597976667,False,False,False,126.8550873,0.001948771,0.4291945301910116,0.0,22.3273,25.9155,0.0593,4.3946,65,500,22.3273,25.9155,0.12349429389581595,0.9140983532799426,0.4291945301910116,4.4539
9,10,6,134.9691861,4.4061,4.724267244,0.0054,0.055,28.6074,66.2,0.52321,False,False,False,155.2392921,0.001681555,0.41412611547557854,0.0,26.5277,30.6871,0.058,4.3481,84,600,26.5277,30.6871,0.15600912238151948,0.7471167401541737,0.41412611547557854,4.4060999999999995
1,5,5,115.1978929,4.4577,4.785110474,0.0054,0.0656,23.9697,60.7,0.600505,False,False,False,128.9902575,0.001947353,0.3975490492106283,0.0,22.0373,25.9021,0.0688,4.3889,75,500,22.0373,25.9021,0.12594018566308454,0.9132122539168344,0.3975490492106283,4.4577
7,1,12,133.1182183,5.5346,5.862661839,0.0077,0.0673,23.4495,63.1,0.609175,False,False,False,264.5177132,0.001357301,0.3825616427639206,0.0,22.8312,24.0678,0.0707,5.4639,264,1200,22.8312,24.0678,0.28119033299817153,0.5444924362858314,0.3825616427639206,5.5346
9,1,13,133.1721901,5.5457,5.866216898,0.008,0.0586,23.56595,63.6,0.607234167,False,False,False,264.8898669,0.001354036,0.38421194654504187,0.0,23.108,24.0239,0.0624,5.4833,169,1300,23.108,24.0239,0.2816166445263994,0.5424521581331175,0.38421194654504187,5.5457
8,7,5,122.6771688,4.4051,4.726403952,0.0051,0.055,26.2717,64.1,0.562138333,False,False,False,130.5304918,0.001850463,0.4188975261833034,0.0,24.652,27.8914,0.0578,4.3473,75,500,24.652,27.8914,0.12770456322606974,0.8526662967295561,0.4188975261833034,4.4051
10,8,5,124.3225783,4.3766,4.701740026,0.0051,0.0542,26.78345,65.5,0.553609167,False,False,False,129.0956155,0.001837863,0.43152187364278694,0.0,25.1173,28.4496,0.057,4.3196,65,500,25.1173,28.4496,0.12606087593162418,0.8447926352520071,0.43152187364278694,4.376600000000001
