episode,step,action_idx,prefill_freq,decode_freq,batch,log_prob,action_prob,reward,group_sampling_time_ms,action_prob_confidence,loss_convergence_confidence,overall_confidence,loss,loss_change,energy,per_token_latency,end_to_end_latency,prefill_latency,decode_latency,temperature,power,power_headroom,slo_violation,temp_violation,power_violation,throughput_raw,edp_efficiency_raw,performance_metric,throughput_normalized,edp_efficiency_normalized,inverse_energy_normalized,headroom_threshold_met,constraint_penalty,throughput_min,throughput_max,edp_efficiency_min,edp_efficiency_max,energy_min,energy_max
0,0,2687,7,6,32,-0.4079473316669464,0.6650139093399048,0.28562141150474357,0.0,0.0,0.0,0.0,,,180.22177068,0.0018236141304347824,6.7109,2.3289,4.382,71.31255,24.049550000000004,0.5991741666666666,False,False,False,548.3615389349359,0.0008268219165363936,0.28562141150474357,0.5973791567491923,0.0,0.0,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
0,1,895,2,5,32,-1.6403378248214722,0.1939145177602768,0.6737069274619498,0.0,0.0,0.0,0.0,,,144.48182183,0.0012219846491228071,4.457800000000001,0.1767,4.2811,72.11805,28.95485,0.5174191666666667,False,False,False,818.3407020636406,0.0015526236967315062,0.6737069274619498,0.9041454230743134,0.5238773702220876,0.47574674872313066,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
0,2,895,2,5,32,-1.330335259437561,0.2643886208534241,0.6560317782142161,0.0,0.0,0.0,0.0,,,146.4754848,0.001229029605263158,4.4835,0.1756,4.3079,72.56280000000001,28.6164,0.52306,False,False,False,813.6498687075122,0.0015227123887066997,0.6560317782142161,0.8988154212403316,0.5022876499768079,0.4492084153861706,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
0,3,895,2,5,32,-1.2953886985778809,0.27379143238067627,0.6625305955678827,0.0,0.0,0.0,0.0,,,147.62654213,0.0011963188559322036,4.5173000000000005,0.2114,4.3059,73.01235,28.678350000000002,0.5220275,False,False,False,835.8973643775341,0.0014995350397014149,0.6625305955678827,0.9240943394453023,0.4855584423929631,0.43388629546261565,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
0,4,895,2,5,32,-1.2638448476791382,0.28256550431251526,0.6747452066305868,0.0,0.0,0.0,0.0,,,145.28547152,0.0012023706896551725,4.4632000000000005,0.1771,4.2861,73.0019,28.3821,0.526965,False,False,False,831.6900807290551,0.0015421672061380742,0.6747452066305868,0.9193137753408074,0.5163299668630512,0.46504909135561473,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
0,5,895,2,5,32,-1.264494776725769,0.28238192200660706,0.6491665568563576,0.0,0.0,0.0,0.0,,,150.96378068,0.0011763575819672132,4.5925,0.2733,4.3192,73.423,29.20125,0.5133125,False,False,False,850.0814697699575,0.001442374616188533,0.6491665568563576,0.9402111575062628,0.44430054916671696,0.3894631655767986,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
0,6,895,2,5,32,-1.239091157913208,0.28964734077453613,0.6665509511993091,0.0,0.0,0.0,0.0,,,149.63713021,0.0011715364583333335,4.4987,0.2232,4.2755,73.63295,29.15195,0.5141341666666667,False,False,False,853.5797333496935,0.0014855032147585035,0.6665509511993091,0.9441860911438827,0.4754303940041413,0.4071226661665572,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
0,7,895,2,5,32,-1.2270231246948242,0.2931639850139618,0.6253419157119242,0.0,0.0,0.0,0.0,,,149.30654111999996,0.0012280172413793103,4.5584,0.176,4.3824,74.1078,28.75515,0.5207475,False,False,False,814.3206356790463,0.0014692940939310718,0.6253419157119242,0.899577586279467,0.4637307925090826,0.4115232512203005,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
0,8,895,2,5,32,-1.2012213468551636,0.3008265793323517,0.6577731586097579,0.0,0.0,0.0,0.0,,,145.9236884,0.0012086206896551723,4.4864,0.177,4.3094,74.0711,28.3442,0.5275966666666666,False,False,False,827.3892592302828,0.0015274823790179925,0.6577731586097579,0.9144269280077775,0.5057305872200771,0.4565535670079287,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
0,9,895,2,5,32,-1.2031406164169312,0.30024975538253784,0.6633496696620547,0.0,0.0,0.0,0.0,,,143.98468673999997,0.0012167214912280702,4.4386,0.1759,4.2627,74.60589999999999,28.1783,0.5303616666666666,False,False,False,821.8805880501536,0.001564723786510957,0.6633496696620547,0.9081676505481483,0.5326111090831382,0.4823642848515769,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
1,0,2687,7,6,32,-0.4079473316669464,0.6650139093399048,0.700564064057029,0.0,0.0,0.0,0.0,,,146.74507742000003,0.0011680978260869565,4.2986,0.0928,4.2058,74.5064,29.953450000000004,0.5007758333333333,False,False,False,856.0924821819935,0.0015852925666718194,0.700564064057029,0.9470412247348037,0.5474574745142786,0.4456197753189154,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
1,1,895,2,5,32,-1.2841039896011353,0.2768985629081726,0.6454632063439993,0.0,0.0,0.0,0.0,,,146.13407424000002,0.0012155978260869566,4.4734,0.1696,4.3038,75.3118,28.88585,0.5185691666666666,False,False,False,822.640313265008,0.0015297158734510904,0.6454632063439993,0.9090308951959688,0.5073427039466336,0.4537530487481665,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
1,2,895,2,5,32,-1.1432512998580933,0.3187808692455292,0.6552047131641576,0.0,0.0,0.0,0.0,,,144.91869667,0.0012158717105263156,4.435499999999999,0.1751,4.2604,75.33275,28.5237,0.524605,False,False,False,822.4550056464874,0.00155572559271259,0.6552047131641576,0.9088203377381399,0.526116291582732,0.46993135750359516,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
1,3,895,2,5,32,-1.1424360275268555,0.3190408945083618,0.6490593304339553,0.0,0.0,0.0,0.0,,,145.69039359,0.0012118206521739131,4.4595,0.1719,4.2876,75.60025,28.5584,0.5240266666666666,False,False,False,825.2044343077846,0.0015391569740649928,0.6490593304339553,0.9119444009257546,0.5141572077086439,0.4596590344448659,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
1,4,895,2,5,32,-1.1325030326843262,0.3222256898880005,0.6159411238470887,0.0,0.0,0.0,0.0,,,149.15113347999997,0.0012212072649572649,4.5722,0.2062,4.366,75.57464999999999,28.5473,0.5242116666666666,False,False,False,818.8616379726088,0.0014663857172383275,0.6159411238470887,0.9047373412132429,0.4616315516764127,0.413591935754994,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
1,5,895,2,5,32,-1.133414626121521,0.3219321072101593,0.6243039885165674,0.0,0.0,0.0,0.0,,,148.70095369999999,0.0012060381355932205,4.554,0.2095,4.3445,76.02485,28.686799999999998,0.5218866666666667,False,False,False,829.1609949141424,0.001476703210845985,0.6243039885165674,0.9164400787056092,0.4690786282280984,0.41958443360592157,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
1,6,895,2,5,32,-1.1186193227767944,0.3267305791378021,0.6250231118836163,0.0,0.0,0.0,0.0,,,150.80977380000002,0.0011823347107438016,4.578,0.2408,4.3372,76.1044,29.075400000000002,0.5154099999999999,False,False,False,845.784000484054,0.001448420698686339,0.6250231118836163,0.9353281191554289,0.44866455857744736,0.3915132041134652,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
1,7,895,2,5,32,-1.1162868738174438,0.3274935781955719,0.5806486572044827,0.0,0.0,0.0,0.0,,,156.42188081999998,0.0011936991869918698,4.6983999999999995,0.3518,4.3466,76.41645,29.35845,0.5106925,False,False,False,837.7318155687435,0.0013606690551950973,0.5806486572044827,0.926178751205682,0.3853261906107833,0.31680851778453545,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
1,8,895,2,5,32,-1.1079919338226318,0.33022141456604004,0.6122947859946776,0.0,0.0,0.0,0.0,,,151.82770599,0.0011762449186991872,4.629700000000001,0.2484,4.3813,76.72305,28.954099999999997,0.5174316666666667,False,False,False,850.1628938888276,0.0014226436152361016,0.6122947859946776,0.9403036763978881,0.4300588854330863,0.37796315870501723,False,0.0,22.619491930496253,902.700494196149,0.0008268219165363936,0.0022122640475592,105.09787557,180.22177068
