prefill_freq_bin,decode_freq_bin,effective_batch_size,energy,latency,inference_time,batching_time,compute_time,avg_power,temperature,power_headroom,slo_violation,temp_violation,power_violation,throughput_raw,edp_efficiency_raw,performance_metric,constraint_penalty,prefill_power_w,decode_power_w,prefill_time,decode_time,num_prompt_tokens,num_decode_tokens,prefill_TOTAL_POWER,decode_TOTAL_POWER,inverse_energy_normalized,headroom_threshold_met,energy_min,energy_max,throughput_normalized,edp_efficiency_normalized,performance_metric,reward
10,8,5,129.80790932,4.3793,4.893050909042358,0.0049,0.0504,27.36975,90.09735,0.5438375000000001,False,False,False,132.44122749269803,0.0017591146555689541,0.9375338877429801,0.0,25.0418,29.6977,0.0531,4.3262,80,500,25.0418,29.6977,0.9375338877429801,True,109.66024753000002,432.19771724,0.13658152263446383,0.8073432984492882,0.9375338877429801,0.9375338877429801
10,8,4,128.65357632,4.3814,4.891602516174316,0.0044,0.0521,27.058349999999997,90.01089999999999,0.5490275,False,False,False,102.25039890208633,0.001774047451810182,0.9411127990584247,0.0,24.6942,29.4225,0.0546,4.3268,48,400,24.6942,29.4225,0.9411127990584247,True,109.66024753000002,432.19771724,0.10352293433720905,0.8146873621653129,0.9411127990584247,0.9411127990584247
10,8,3,125.557744,4.2411,4.765143871307373,0.0041,0.0519,26.75625,90.16114999999999,0.5540625,False,False,False,79.93207424204233,0.0018779238720286803,0.9507111639330036,0.0,23.8325,29.68,0.0544,4.1867,39,300,23.8325,29.68,0.9507111639330036,True,109.66024753000002,432.19771724,0.07908464162170879,0.86577458229164,0.9507111639330036,0.9507111639330036
10,8,2,128.43032417,4.4695,4.982128620147705,0.0038,0.0524,26.21,90.06854999999999,0.5631666666666667,False,False,False,53.69726956096441,0.0017421015970008372,0.941804973366733,0.0,23.6217,28.7983,0.0548,4.4147,40,200,23.6217,28.7983,0.941804973366733,True,109.66024753000002,432.19771724,0.05035785115262101,0.7989761457666749,0.941804973366733,0.941804973366733
10,8,1,121.94095463000001,4.1967,4.705634593963623,0.0034,0.0491,26.59185,90.02145,0.5568025,False,False,False,27.164193970454413,0.00195408064735514,0.9619247118449777,0.0,24.0653,29.1184,0.0515,4.1452,14,100,24.0653,29.1184,0.9619247118449777,True,109.66024753000002,432.19771724,0.021304457683341674,0.903229068468872,0.9619247118449777,0.9619247118449777
10,7,32,157.62828408999997,4.2759,4.7992188930511475,0.0132,0.1156,31.573349999999998,90.53819999999999,0.4737775,False,False,False,920.5077479576819,0.0014836734035499196,0.8512791812897614,0.0,25.9691,37.1776,0.1195,4.1564,736,3200,25.9691,37.1776,0.8512791812897614,True,109.66024753000002,432.19771724,0.999504730346735,0.671879178255611,0.8512791812897614,0.8512791812897614
10,7,26,151.92604935,4.3335,4.853445291519165,0.0114,0.0788,32.80775,90.6554,0.4532041666666667,False,False,False,701.9728390509198,0.0015188992013399284,0.8689584752493965,0.0,30.4679,35.1476,0.0825,4.251,442,2600,30.4679,35.1476,0.8689584752493965,True,109.66024753000002,432.19771724,0.7602116761516847,0.6892034957671149,0.8689584752493965,0.8689584752493965
10,7,16,138.83991074,4.2268,4.745219945907593,0.0085,0.0623,31.052999999999997,90.71375,0.48245000000000005,False,False,False,461.81497543887207,0.0017040172022925984,0.9095309353166439,0.0,29.2009,32.9051,0.0657,4.1611,352,1600,29.2009,32.9051,0.9095309353166439,True,109.66024753000002,432.19771724,0.49724175084238775,0.7802459483672534,0.9095309353166439,0.9095309353166439
10,7,8,127.88033404000001,4.216,4.736343622207642,0.0061,0.0648,28.498,90.7327,0.5250333333333334,False,False,False,222.0113325400065,0.0018547937976120437,0.9435101710000329,0.0,26.6029,30.3931,0.0678,4.1482,136,800,26.6029,30.3931,0.9435101710000329,True,109.66024753000002,432.19771724,0.2346596928845383,0.8543990343012924,0.9435101710000329,0.9435101710000329
10,7,5,124.39363259999999,4.252,4.773220062255859,0.0048,0.0519,26.8122,90.8056,0.5531299999999999,False,False,False,130.52678021477416,0.0018906389155561958,0.9543203923462068,0.0,24.3048,29.3196,0.0545,4.1975,55,500,24.3048,29.3196,0.9543203923462068,True,109.66024753000002,432.19771724,0.13448522626459983,0.8720279382143765,0.9543203923462068,0.9543203923462068
10,7,4,122.31260576999999,4.2455,4.764155149459839,0.0045,0.0514,26.19225,90.86715000000001,0.5634625,False,False,False,108.34999214462557,0.0019257501279469787,0.9607724390862991,0.0,23.5061,28.8784,0.0541,4.1914,60,400,23.5061,28.8784,0.9607724390862991,True,109.66024753000002,432.19771724,0.1102019143850944,0.8892959017477475,0.9607724390862991,0.9607724390862991
10,7,3,123.85180235,4.3467,4.862242937088013,0.0043,0.0587,26.264200000000002,90.6914,0.5622633333333333,False,False,False,81.44107450685013,0.0018575392577262911,0.9560002909653879,0.0,23.9703,28.5581,0.0614,4.2853,54,300,23.9703,28.5581,0.9560002909653879,True,109.66024753000002,432.19771724,0.0807369784678145,0.8557492726413274,0.9560002909653879,0.9560002909653879
10,7,2,120.90753438000002,4.2443,4.762024879455566,0.0038,0.0585,25.90005,90.72425,0.5683325,False,False,False,53.24787285350403,0.0019486801474786208,0.9651287434600616,0.0,23.2365,28.5636,0.061,4.1833,26,200,23.2365,28.5636,0.9651287434600616,True,109.66024753000002,432.19771724,0.049865767250733856,0.9005730612113674,0.9651287434600616,0.9651287434600616
10,7,1,120.21575011,4.3256000000000006,4.839874982833862,0.0033,0.049,25.37535,90.7679,0.5770775,False,False,False,25.661174019517745,0.001923057508791352,0.9672735617679067,0.0,22.9003,27.8504,0.0513,4.2743,11,100,22.9003,27.8504,0.9672735617679067,True,109.66024753000002,432.19771724,0.019658669207830055,0.8879716509964172,0.9672735617679067,0.9672735617679067
10,6,32,152.83648383,4.2893,4.816244125366211,0.0138,0.1157,30.979799999999997,91.10329999999999,0.48367000000000004,False,False,False,902.7111876737025,0.0015254098243596196,0.8661357505569177,0.0,26.0511,35.9085,0.1203,4.169,672,3200,26.0511,35.9085,0.8661357505569177,True,109.66024753000002,432.19771724,0.9800177143554516,0.6924054701003357,0.8661357505569177,0.8661357505569177
10,6,26,145.54384407,4.2165,4.735519170761108,0.0112,0.0766,32.14605,90.98079999999999,0.46423249999999994,False,False,False,727.6175198345737,0.0016294988316334956,0.8887459600515139,0.0,29.6805,34.6116,0.0803,4.1362,468,2600,29.6805,34.6116,0.8887459600515139,True,109.66024753000002,432.19771724,0.7882922881659229,0.7435972421708986,0.8887459600515139,0.8887459600515139
10,6,16,134.81097908,4.228400000000001,4.744125843048096,0.0083,0.058,30.069699999999997,91.0803,0.4988383333333334,False,False,False,450.28841871903813,0.001754279031012351,0.922022295354975,0.0,28.2031,31.9363,0.0612,4.1672,304,1600,28.2031,31.9363,0.922022295354975,True,109.66024753000002,432.19771724,0.48462031211829654,0.8049651012063352,0.922022295354975,0.922022295354975
10,6,8,123.87373960000002,4.2118,4.728187322616577,0.0059,0.0534,27.533,91.44454999999999,0.5411166666666667,False,False,False,218.433871875713,0.0019166950016021374,0.9559322763870515,0.0,25.6032,29.4628,0.0564,4.1554,120,800,25.6032,29.4628,0.9559322763870515,True,109.66024753000002,432.19771724,0.23074241718289432,0.8848425211645743,0.9559322763870515,0.9559322763870515
10,6,5,121.23707154,4.2263,4.743236541748047,0.0052,0.0511,26.57145,91.01665,0.5571425,False,False,False,137.23584761236836,0.0019516603534280564,0.9641070415154898,0.0,24.4011,28.7418,0.054,4.1723,80,500,24.4011,28.7418,0.9641070415154898,True,109.66024753000002,432.19771724,0.14183157306293084,0.9020387493534919,0.9641070415154898,0.9641070415154898
10,6,4,119.17043778999998,4.246099999999999,4.759989261627197,0.0044,0.052,25.67,90.95994999999999,0.5721666666666666,False,False,False,104.56651878982626,0.001976247103071031,0.9705144637348622,0.0,23.2109,28.1291,0.0546,4.1915,44,400,23.2109,28.1291,0.9705144637348622,True,109.66024753000002,432.19771724,0.10605905730535072,0.91413070139188,0.9705144637348622,0.9705144637348622
10,6,3,118.60157118000001,4.2222,4.742844820022583,0.0041,0.0521,25.43815,90.9375,0.5760308333333334,False,False,False,80.28987724648826,0.001996966389042963,0.9722781862893656,0.0,22.7159,28.1604,0.0546,4.1676,39,300,22.7159,28.1604,0.9722781862893656,True,109.66024753000002,432.19771724,0.07947643153830541,0.9243206051359824,0.9722781862893656,0.9722781862893656
10,6,2,117.86145183000001,4.2751,4.796066761016846,0.0037,0.0526,25.1454,91.09545,0.58091,False,False,False,53.79989852871312,0.0019846408890926213,0.9745728634028974,0.0,22.6575,27.6333,0.055,4.2201,30,200,22.6575,27.6333,0.9745728634028974,True,109.66024753000002,432.19771724,0.05047022861791628,0.9182588297320393,0.9745728634028974,0.9745728634028974
10,6,1,115.19319084,4.191199999999999,4.712316513061523,0.0033,0.0485,25.03065,91.1075,0.5828225,False,False,False,26.722650619714972,0.002071260892353659,0.9828455797245053,0.0,22.5158,27.5455,0.0508,4.1404,12,100,22.5158,27.5455,0.9828455797245053,True,109.66024753000002,432.19771724,0.020820973111075756,0.9608592116534774,0.9828455797245053,0.9828455797245053
10,5,32,148.09228255,4.321899999999999,4.84780216217041,0.0128,0.0807,29.095100000000002,91.23645,0.5150816666666667,False,False,False,851.4771624801217,0.001562402259647509,0.8808447432338481,0.0,23.7145,34.4757,0.0844,4.2375,480,3200,23.7145,34.4757,0.8808447432338481,True,109.66024753000002,432.19771724,0.9239170829798538,0.7105986334822288,0.8808447432338481,0.8808447432338481
10,5,26,142.72793560000002,4.2889,4.821753263473511,0.0113,0.0766,30.94775,91.61744999999999,0.48420416666666666,False,False,False,715.3347675779879,0.0016335976300582858,0.8974764448306367,0.0,28.5265,33.369,0.0802,4.2087,468,2600,28.5265,33.369,0.8974764448306367,True,109.66024753000002,432.19771724,0.77484282457174,0.7456130626712609,0.8974764448306367,0.8974764448306367
10,5,16,132.36495641,4.2863,4.814155578613281,0.0082,0.0582,29.3022,91.41685,0.51163,False,False,False,440.4730325751738,0.001762562046015702,0.9296059806619855,0.0,27.6769,30.9275,0.0614,4.2249,288,1600,27.6769,30.9275,0.9296059806619855,True,109.66024753000002,432.19771724,0.47387258425999285,0.8090387515101845,0.9296059806619855,0.9296059806619855
10,5,8,122.17266181999999,4.2794,4.801295518875122,0.0058,0.0536,26.7319,91.7062,0.5544683333333335,False,False,False,211.2445176322574,0.0019126833649171485,0.9612063234040679,0.0,24.8655,28.5983,0.0565,4.2229,104,800,24.8655,28.5983,0.9612063234040679,True,109.66024753000002,432.19771724,0.22287016215868385,0.8828695674763186,0.9612063234040679,0.9612063234040679
10,5,5,119.0889268,4.2806999999999995,4.810267210006714,0.0048,0.0524,25.581650000000003,91.30445,0.5736391666666666,False,False,False,134.32379416361948,0.0019616152310412325,0.9707671816286105,0.0,23.2843,27.879,0.055,4.2257,75,500,23.2843,27.879,0.9707671816286105,True,109.66024753000002,432.19771724,0.13864291012932306,0.9069346345109245,0.9707671816286105,0.9707671816286105
10,5,4,118.49516715,4.266,4.789018392562866,0.0047,0.0546,25.58365,91.7364,0.5736058333333334,False,False,False,110.64226192164512,0.001978237863964802,0.9726080829370192,0.0,23.3299,27.8374,0.0575,4.2085,72,400,23.3299,27.8374,0.9726080829370192,True,109.66024753000002,432.19771724,0.11271192177350685,0.9151097728672452,0.9726080829370192,0.9726080829370192
10,5,3,116.4820325,4.258,4.781136751174927,0.0044,0.0527,25.060000000000002,91.45134999999999,0.5823333333333333,False,False,False,78.20571202308312,0.0020162083172721537,0.9788496357457829,0.0,22.7025,27.4175,0.0555,4.2025,33,300,22.7025,27.4175,0.9788496357457829,True,109.66024753000002,432.19771724,0.07719429609252862,0.9337839330118557,0.9788496357457829,0.9788496357457829
10,5,2,123.68911532999999,4.3073,4.821134328842163,0.0037,0.051,25.87885,91.63775000000001,0.5686858333333333,False,False,False,52.00472407198847,0.0018769962061324437,0.9565046882378855,0.0,22.9694,28.7883,0.0534,4.2539,24,200,22.9694,28.7883,0.9565046882378855,True,109.66024753000002,432.19771724,0.048504534529445226,0.8653183490892921,0.9565046882378855,0.9565046882378855
10,5,1,114.80131688,4.2174000000000005,4.741015672683716,0.0032,0.048,24.9112,91.39765,0.5848133333333333,False,False,False,26.31952712108713,0.002065419797643644,0.9840605516170805,0.0,22.5452,27.2772,0.0502,4.1672,11,100,22.5452,27.2772,0.9840605516170805,True,109.66024753000002,432.19771724,0.02037955780728277,0.9579865164777909,0.9840605516170805,0.9840605516170805
10,4,32,150.40191555,4.5777,5.098820209503174,0.0131,0.0834,28.40775,91.41345,0.5265375,False,False,False,810.88738648505,0.0014524436896968301,0.8736839225016811,0.0,23.784,33.0315,0.0872,4.4905,512,3200,23.784,33.0315,0.8736839225016811,True,109.66024753000002,432.19771724,0.8794717743765603,0.6565201654715829,0.8736839225016811,0.8736839225016811
10,4,26,141.50985052,4.3893,4.908792734146118,0.0114,0.0765,29.56535,91.9247,0.5072441666666667,False,False,False,698.9723420653994,0.001609971032598173,0.9012530140493858,0.0,26.7894,32.3413,0.0803,4.309,468,2600,26.7894,32.3413,0.9012530140493858,True,109.66024753000002,432.19771724,0.7569261686263192,0.7339933208401311,0.9012530140493858,0.9012530140493858
10,4,16,129.5929227,4.3218000000000005,4.844789505004883,0.0084,0.0578,28.3407,91.96905000000001,0.527655,False,False,False,433.15275275284534,0.0017854761340457387,0.9382004354783278,0.0,26.6475,30.0339,0.0613,4.2605,272,1600,26.6475,30.0339,0.9382004354783278,True,109.66024753000002,432.19771724,0.4658569673271634,0.8203080757391308,0.9382004354783278,0.9382004354783278
10,4,8,121.20558050999999,4.3343,4.8571882247924805,0.0056,0.0533,26.327399999999997,91.85050000000001,0.5612100000000001,False,False,False,210.41455127366558,0.0019035242564789188,0.9642046767763738,0.0,24.6471,28.0077,0.056,4.2783,112,800,24.6471,28.0077,0.9642046767763738,True,109.66024753000002,432.19771724,0.22196135914034631,0.8783650477021436,0.9642046767763738,0.9642046767763738
10,4,5,117.58412345999999,4.3167,4.8410656452178955,0.0052,0.052,25.05755,91.66749999999999,0.5823741666666666,False,False,False,132.04528180200575,0.0019701506931278146,0.9754326964333027,0.0,22.8188,27.2963,0.0549,4.2618,70,500,22.8188,27.2963,0.9754326964333027,True,109.66024753000002,432.19771724,0.136147966942629,0.9111324402264076,0.9754326964333027,0.9754326964333027
10,4,4,116.61680829999999,4.3088999999999995,4.830723524093628,0.0046,0.053,24.7345,91.81825,0.5877583333333334,False,False,False,112.32562549011918,0.0019900886964523677,0.9784317748376498,0.0,22.343,27.126,0.0557,4.2532,84,400,22.343,27.126,0.9784317748376498,True,109.66024753000002,432.19771724,0.11455518430595972,0.920938103172612,0.9784317748376498,0.9784317748376498
10,4,3,116.02321009,4.3226,4.837204217910767,0.004,0.0485,24.60505,91.9008,0.5899158333333333,False,False,False,77.03695066928452,0.0019939307581693755,0.9802721756150654,0.0,22.3151,26.895,0.0509,4.2717,33,300,22.3151,26.895,0.9802721756150654,True,109.66024753000002,432.19771724,0.07591451669538465,0.9228276585910876,0.9802721756150654,0.9802721756150654
10,4,2,114.67672418999999,4.3281,4.848750591278076,0.0037,0.0524,24.29235,91.90195,0.5951275,False,False,False,52.67899247268028,0.0020147790857231378,0.9844468406585121,0.0,22.0317,26.553,0.0547,4.2734,28,200,22.0317,26.553,0.9844468406585121,True,109.66024753000002,432.19771724,0.049242850186911165,0.9330810259747969,0.9844468406585121,0.9844468406585121
10,4,1,113.45885247999998,4.2825999999999995,4.791721820831299,0.0034,0.0551,24.068649999999998,91.63075,0.5988558333333334,False,False,False,25.918828300838676,0.0020580413656965135,0.9882227483417186,0.0,21.5773,26.56,0.0576,4.225,11,100,21.5773,26.56,0.9882227483417186,True,109.66024753000002,432.19771724,0.01994079749667942,0.9543577470585396,0.9882227483417186,0.9882227483417186
10,3,32,157.55009847,5.2021,5.726022243499756,0.0131,0.1022,27.394550000000002,91.82235,0.5434241666666666,False,False,False,738.163292100634,0.0012201202193408286,0.8515215891565755,0.0,24.3804,30.4087,0.106,5.0961,640,3200,24.3804,30.4087,0.8515215891565755,True,109.66024753000002,432.19771724,0.7998397799008369,0.5422617009844162,0.8515215891565755,0.8515215891565755
10,3,26,144.37379292999998,4.7581,5.279369354248047,0.0115,0.0767,27.7284,91.9673,0.53786,False,False,False,633.8663260826115,0.0014557207343535515,0.8923736041235406,0.0,25.0225,30.4343,0.0805,4.6776,416,2600,25.0225,30.4343,0.8923736041235406,True,109.66024753000002,432.19771724,0.6856358768878948,0.6581318411665056,0.8923736041235406,0.8923736041235406
10,3,16,128.09902866,4.403099999999999,4.924679756164551,0.0082,0.0556,26.78685,92.34925000000001,0.5535525,False,False,False,417.8873026078666,0.0017729464306955388,0.9428321269259703,0.0,24.4175,29.1562,0.0588,4.3443,240,1600,24.4175,29.1562,0.9428321269259703,True,109.66024753000002,432.19771724,0.449141486001419,0.8141458715370335,0.9428321269259703,0.9428321269259703
10,3,8,120.16716320999998,4.4536999999999995,4.969805955886841,0.0058,0.0528,25.40755,92.2604,0.5765408333333333,False,False,False,204.77351308496014,0.0018685005523650456,0.9674242013200915,0.0,23.7933,27.0218,0.0557,4.398,112,800,23.7933,27.0218,0.9674242013200915,True,109.66024753000002,432.19771724,0.2157844912716885,0.8611401214104869,0.9674242013200915,0.9674242013200915
10,3,5,117.33131429,4.4008,4.9174933433532715,0.0048,0.0521,24.64355,92.1802,0.5892741666666665,False,False,False,129.5218756767234,0.001936664678184343,0.9762165097689356,0.0,22.5743,26.7128,0.0547,4.3461,70,500,22.5743,26.7128,0.9762165097689356,True,109.66024753000002,432.19771724,0.1333848680779486,0.8946637612618049,0.9762165097689356,0.9762165097689356
10,3,4,115.80621255,4.4231,4.944839954376221,0.0046,0.0511,24.066,91.98855,0.5989,False,False,False,100.38206226807844,0.0019522767520332872,0.9809449580368881,0.0,21.8971,26.2349,0.0538,4.3693,44,400,21.8971,26.2349,0.9809449580368881,True,109.66024753000002,432.19771724,0.10147712855884257,0.9023418989149107,0.9809449580368881,0.9809449580368881
10,3,3,115.66442023999998,4.4609,4.98600959777832,0.004,0.0522,23.788249999999998,91.97409999999999,0.6035291666666667,False,False,False,75.32110665535954,0.001938106892650129,0.9813845730376739,0.0,21.5944,25.9821,0.0545,4.4064,36,300,21.5944,25.9821,0.9813845730376739,True,109.66024753000002,432.19771724,0.07403568847215748,0.8953730533969017,0.9813845730376739,0.9813845730376739
10,3,2,114.54708998999999,4.4171,4.936389446258545,0.0037,0.0523,23.744999999999997,92.03405000000001,0.6042500000000001,False,False,False,50.259208471800854,0.0019764175744674153,0.9848487604730269,0.0,21.5019,25.9881,0.0546,4.3625,22,200,21.5019,25.9881,0.9848487604730269,True,109.66024753000002,432.19771724,0.046593216281923464,0.9142145405320239,0.9848487604730269,0.9848487604730269
10,3,1,112.67157258,4.3587,4.88233757019043,0.0033,0.049,23.67265,91.99945,0.6054558333333333,False,False,False,25.466302919149538,0.0020362385945316996,0.9906636427305406,0.0,21.4429,25.9024,0.0514,4.3073,11,100,21.4429,25.9024,0.9906636427305406,True,109.66024753000002,432.19771724,0.019445287734752206,0.9436349769869692,0.9906636427305406,0.9906636427305406
