prefill_freq_bin,decode_freq_bin,effective_batch_size,energy,latency,inference_time,batching_time,compute_time,avg_power,temperature,power_headroom,slo_violation,temp_violation,power_violation,throughput_raw,edp_efficiency_raw,performance_metric,constraint_penalty,prefill_power_w,decode_power_w,prefill_time,decode_time,num_prompt_tokens,num_decode_tokens,prefill_TOTAL_POWER,decode_TOTAL_POWER,inverse_energy_normalized,headroom_threshold_met,energy_min,energy_max,throughput_normalized,edp_efficiency_normalized,performance_metric.1,reward,early_exit_layer,avg_entropy
8,5,3,120.34751011,4.2752,4.795124530792236,0.0041,0.0519,25.60255,96.8302,0.5732908333333333,False,False,False,78.59279598783776,0.0019435980433689,0.9668650510912448,0.0,22.9883,28.2168,0.0545,4.2207,36,300,22.9883,28.2168,0.9668650510912448,True,109.66024753000002,432.19771724,0.0776181483027747,0.898073643433882,0.9668650510912448,0.9668650510912448,14,3.9011
8,5,2,118.32599348000002,4.2411,4.758483409881592,0.0037,0.052,25.45605,96.9835,0.5757324999999999,False,False,False,52.8164738354498,0.0019926972748253,0.9731325915162924,0.0,22.9478,27.9643,0.0545,4.1866,24,200,22.9478,27.9643,0.9731325915162924,True,109.66024753000002,432.19771724,0.0493933905987684,0.9222210220225238,0.9731325915162924,0.9731325915162924,4,9.0
8,5,1,116.38016973,4.213500000000001,4.727995157241821,0.0034,0.0485,25.2896,96.69515,0.5785066666666666,False,False,False,26.343888372163665,0.0020392854218241,0.9791654526029424,0.0,22.9007,27.6785,0.0509,4.1626,11,100,22.9007,27.6785,0.9791654526029424,True,109.66024753000002,432.19771724,0.0204062330794545,0.945133430016528,0.9791654526029424,0.9791654526029424,4,9.0
8,4,32,158.01757705999998,4.7351,5.260100364685059,0.013,0.1174,29.1631,97.2048,0.5139483333333333,False,False,False,817.7227898623493,0.001336489176071,0.8500722115372237,0.0,24.7274,33.5988,0.1213,4.6138,672,3200,24.7274,33.5988,0.8500722115372237,True,109.66024753000002,432.19771724,0.8869564575285183,0.5994928463766455,0.8500722115372237,0.8500722115372237,6,9.0
8,4,26,147.30536702,4.433000000000001,4.959628582000732,0.0114,0.1,30.4675,97.268,0.4922083333333333,False,False,False,703.812157948983,0.0015313825623616,0.8832845079244669,0.0,27.5699,33.3651,0.1039,4.3291,520,2600,27.5699,33.3651,0.8832845079244669,True,109.66024753000002,432.19771724,0.762225707863863,0.69534290845665,0.8832845079244669,0.8832845079244669,14,4.109
8,4,16,134.22710989,4.3939,4.916212797164917,0.0082,0.0537,28.724400000000003,97.18785,0.52126,False,False,False,422.40369093432,0.0016955460573019,0.9238325321331236,0.0,26.8517,30.5971,0.057,4.3369,256,1600,26.8517,30.5971,0.9238325321331236,True,109.66024753000002,432.19771724,0.4540868760170206,0.7760797742928041,0.9238325321331236,0.9238325321331236,4,9.0
8,4,8,122.83822424000002,4.2899,4.80599045753479,0.006,0.0527,26.8896,97.2363,0.55184,False,False,False,210.72747366431065,0.0018976639217851,0.9591428037125466,0.0,25.0984,28.6808,0.0557,4.2342,104,800,25.0984,28.6808,0.9591428037125466,True,109.66024753000002,432.19771724,0.2223040053333873,0.8754828901548953,0.9591428037125466,0.9591428037125466,10,5.8786
8,4,5,120.75707073000002,4.3401000000000005,4.856560707092285,0.0048,0.0514,25.71805,97.5363,0.5713658333333332,False,False,False,129.02925530995705,0.0019080409597389,0.9655952432132074,0.0,23.5588,27.8773,0.054,4.2861,60,500,23.5588,27.8773,0.9655952432132074,True,109.66024753000002,432.19771724,0.1328454547974255,0.8805863970055234,0.9655952432132074,0.9655952432132074,10,5.7503
8,4,4,119.68242506,4.307300000000001,4.829355478286743,0.0045,0.0521,25.43185,96.93575,0.5761358333333334,False,False,False,106.7954155049763,0.0019398336897277,0.968927090737671,0.0,23.0164,27.8473,0.0547,4.2526,60,400,23.0164,27.8473,0.968927090737671,True,109.66024753000002,432.19771724,0.1084996719655976,0.8962223054430365,0.968927090737671,0.968927090737671,4,8.6662
8,4,3,118.48248901,4.3142,4.829779386520386,0.0041,0.0524,25.21085,97.00575,0.5798191666666667,False,False,False,77.88232398073248,0.0019563454997121,0.9726473904320876,0.0,22.8995,27.5222,0.0549,4.2593,36,300,22.8995,27.5222,0.9726473904320876,True,109.66024753000002,432.19771724,0.0768401901387871,0.9043429402279524,0.9726473904320876,0.9726473904320876,10,6.4433
8,4,2,119.37140702,4.4066,4.925851821899414,0.0038,0.052,24.8431,97.0271,0.5859483333333333,False,False,False,50.37896555644589,0.0019010610163129,0.9698913757253336,0.0,22.54,27.1462,0.0545,4.3521,22,200,22.54,27.1462,0.9698913757253336,True,109.66024753000002,432.19771724,0.0467243488258706,0.8771536072971013,0.9698913757253336,0.9698913757253336,6,8.5116
8,4,1,115.65077525999996,4.2814,4.802518367767334,0.0035,0.0493,24.7248,96.92495,0.58792,False,False,False,26.39322969280383,0.0020196013206007,0.9814268781379534,0.0,22.3805,27.0691,0.0518,4.2296,13,100,22.3805,27.0691,0.9814268781379534,True,109.66024753000002,432.19771724,0.0204602612224778,0.9354526380709168,0.9814268781379534,0.9814268781379534,8,7.0996
8,3,32,157.68513746000002,5.095000000000001,5.6231443881988525,0.0127,0.0869,27.42355,96.97135,0.5429408333333333,False,False,False,715.9959340537911,0.0012447010333088,0.8511029122502257,0.0,23.7681,31.079,0.0906,5.0044,448,3200,23.7681,31.079,0.8511029122502257,True,109.66024753000002,432.19771724,0.7755667937815921,0.5543507338123562,0.8511029122502257,0.8511029122502257,8,7.5579
8,3,26,145.85440631,4.722700000000001,5.248799800872803,0.011,0.0674,27.91235,97.1762,0.5347941666666666,False,False,False,627.6069562735391,0.0014517441570255,0.8877830882329953,0.0,24.8493,30.9754,0.0707,4.652,364,2600,24.8493,30.9754,0.8877830882329953,True,109.66024753000002,432.19771724,0.6787819434525357,0.6561761299388791,0.8877830882329953,0.8877830882329953,8,7.0486
8,3,16,130.63945352,4.4039,4.925098180770874,0.0083,0.0549,27.2368,97.4318,0.5460533333333333,False,False,False,414.1782478761443,0.0017381537726565,0.9349557556557296,0.0,24.7432,29.7304,0.0582,4.3457,224,1600,24.7432,29.7304,0.9349557556557296,True,109.66024753000002,432.19771724,0.4450801164043579,0.7970345754769983,0.9349557556557296,0.9349557556557296,4,9.0
8,3,8,123.5424297,4.3848,4.909315824508667,0.0059,0.0576,26.534350000000003,97.66475,0.5577608333333333,False,False,False,213.4646475404471,0.0018460100956485,0.9569594745612602,0.0,24.8469,28.2218,0.0606,4.3242,136,800,24.8469,28.2218,0.9569594745612602,True,109.66024753000002,432.19771724,0.225301177272462,0.8500791423105324,0.9569594745612602,0.9569594745612602,12,5.0456
8,3,5,120.35448587,4.4029,4.917625427246094,0.0049,0.0528,25.2734,97.34195,0.5787766666666666,False,False,False,128.32448424345677,0.0018871172975093,0.9668434233405024,0.0,23.1581,27.3887,0.0556,4.3473,65,500,23.1581,27.3887,0.9668434233405024,True,109.66024753000002,432.19771724,0.1320737390937202,0.8702959794504805,0.9668434233405024,0.9668434233405024,4,9.0
8,3,4,119.64753380000002,4.4075,4.927887678146362,0.0046,0.0516,24.93155,97.11955,0.5844741666666666,False,False,False,104.3675316239293,0.0018962863851347,0.969035268122554,0.0,22.6608,27.2023,0.0543,4.3532,60,400,22.6608,27.2023,0.969035268122554,True,109.66024753000002,432.19771724,0.1058411687908277,0.8748054070654343,0.969035268122554,0.969035268122554,4,9.0
8,3,3,117.99598551,4.3828000000000005,4.897285461425781,0.0041,0.0522,24.64175,97.17915,0.5893041666666666,False,False,False,76.6633027600386,0.0019336644562903,0.9741557531672372,0.0,22.3026,26.9809,0.0547,4.3281,36,300,22.3026,26.9809,0.9741557531672372,True,109.66024753000002,432.19771724,0.0755053768016974,0.8931882291246156,0.9741557531672372,0.9741557531672372,4,9.0
8,3,2,117.66378968,4.3922,4.9046502113342285,0.0039,0.049,24.5974,97.1565,0.5900433333333334,False,False,False,50.54413493371546,0.0019349736694725,0.9751856980920816,0.0,22.3528,26.842,0.0516,4.3406,22,200,22.3528,26.842,0.9751856980920816,True,109.66024753000002,432.19771724,0.0469052072751868,0.8938321102084484,0.9751856980920816,0.9751856980920816,8,7.2313
8,3,1,114.55632225,4.3298000000000005,4.84528112411499,0.0034,0.0485,24.25425,97.0652,0.5957625,False,False,False,26.791069612668107,0.0020161047858419,0.9848201366359012,0.0,21.9978,26.5107,0.0509,4.2789,16,100,21.9978,26.5107,0.9848201366359012,True,109.66024753000002,432.19771724,0.0208958910721036,0.9337330154604526,0.9848201366359012,0.9848201366359012,10,5.7872
8,2,32,173.3860571,6.155,6.683450222015381,0.013,0.1047,26.0753,97.4763,0.5654116666666666,False,False,False,613.4848718952279,0.0009370392263772,0.8024235459300366,0.0,23.9041,28.2465,0.1085,6.0465,576,3200,23.9041,28.2465,0.8024235459300366,True,109.66024753000002,432.19771724,0.6633184336664261,0.4030402976024759,0.8024235459300366,0.8024235459300366,4,9.0
8,2,26,163.27912218,5.7306,6.2577714920043945,0.0117,0.1043,26.3923,97.34575,0.5601283333333333,False,False,False,553.519604662757,0.0010687330679647,0.8337592382732777,0.0,24.2096,28.575,0.1083,5.6223,572,2600,24.2096,28.575,0.8337592382732777,True,109.66024753000002,432.19771724,0.597657198976446,0.4678083388991502,0.8337592382732777,0.8337592382732777,8,8.0901
8,2,16,138.96262693999998,4.9156,5.4365739822387695,0.0082,0.0602,25.7019,97.82345,0.5716350000000001,False,False,False,380.8283056334312,0.001463947318187,0.9091504641729028,0.0,23.0662,28.3376,0.0633,4.8523,272,1600,23.0662,28.3376,0.9091504641729028,True,109.66024753000002,432.19771724,0.4085623372705346,0.6621777381882151,0.9091504641729028,0.9091504641729028,4,9.0
8,2,8,123.86442455,4.5208,5.042958736419678,0.0057,0.0537,25.04995,97.3967,0.5825008333333334,False,False,False,201.7341617116082,0.0017858217810061,0.9559611569075332,0.0,22.6409,27.459,0.0565,4.4643,112,800,22.6409,27.459,0.9559611569075332,True,109.66024753000002,432.19771724,0.2124564386665479,0.8204780675651333,0.9559611569075332,0.9559611569075332,8,7.7692
8,2,5,122.49042432,4.5518,5.070417404174805,0.005,0.0537,24.85675,97.23345,0.5857208333333332,False,False,False,131.81595592601698,0.0017935549571929,0.9602211277916458,0.0,22.7508,26.9627,0.0566,4.4952,100,500,22.7508,26.9627,0.9602211277916458,True,109.66024753000002,432.19771724,0.1358968579113725,0.8242813029221077,0.9602211277916458,0.9602211277916458,4,9.0
8,2,4,120.94686699,4.5267,5.050207138061523,0.0046,0.0516,24.47905,97.1138,0.5920158333333333,False,False,False,101.61925870518066,0.0018265167661136,0.9650067960471445,0.0,22.1845,26.7736,0.0543,4.4724,60,400,22.1845,26.7736,0.9650067960471445,True,109.66024753000002,432.19771724,0.1028318435357515,0.8404921733444265,0.9650067960471445,0.9650067960471445,10,5.7737
8,2,3,119.31113485,4.5109,5.026473522186279,0.0041,0.0521,24.20125,96.9352,0.5966458333333333,False,False,False,73.15611670484455,0.0018580432676886,0.970078244463574,0.0,21.8971,26.5054,0.0547,4.4562,30,300,21.8971,26.5054,0.970078244463574,True,109.66024753000002,432.19771724,0.0716650509380811,0.8559971486062208,0.970078244463574,0.970078244463574,6,8.2274
8,2,2,118.67283525,4.5135000000000005,5.029676198959351,0.0037,0.0513,24.1252,96.5847,0.5979133333333333,False,False,False,50.51511011075437,0.0018669609493455,0.9720572380997984,0.0,21.9047,26.3457,0.0537,4.4598,28,200,21.9047,26.3457,0.9720572380997984,True,109.66024753000002,432.19771724,0.0468734254488023,0.860382932837747,0.9720572380997984,0.9720572380997984,14,3.7403
8,2,1,116.67059523,4.4367,4.960628271102905,0.0035,0.0488,24.0243,96.57305,0.5995950000000001,False,False,False,24.79319656654798,0.0019318727737837,0.9782650130345998,0.0,21.6981,26.3505,0.0513,4.3854,10,100,21.6981,26.3505,0.9782650130345998,True,109.66024753000002,432.19771724,0.0187082445057418,0.8923070659268597,0.9782650130345998,0.9782650130345998,4,9.0
8,1,32,190.13289642,7.2936,7.820429086685181,0.0128,0.0865,24.4362,96.1487,0.59273,False,False,False,508.9392743035985,0.0007211087971375,0.7505013945748549,0.0,22.7625,26.1099,0.0903,7.2033,512,3200,22.7625,26.1099,0.7505013945748549,True,109.66024753000002,432.19771724,0.5488422821193009,0.2968440564599974,0.7505013945748549,0.7505013945748549,6,7.9863
8,1,26,174.86684491,6.690300000000001,7.207401037216186,0.011,0.0823,24.23,95.9538,0.5961666666666666,False,False,False,446.91561710003776,0.0008547653978889,0.797832489234108,0.0,22.2723,26.1877,0.086,6.6043,390,2600,22.2723,26.1877,0.797832489234108,True,109.66024753000002,432.19771724,0.4809271355697894,0.3625773977665418,0.797832489234108,0.797832489234108,4,9.0
8,1,16,151.43702375,5.8268,6.34830379486084,0.0084,0.0544,23.94775,95.42705,0.6008708333333334,False,False,False,318.5281254671303,0.001133281559987,0.8704746575411461,0.0,21.8645,26.031,0.0577,5.7691,256,1600,21.8645,26.031,0.8704746575411461,True,109.66024753000002,432.19771724,0.3403444014566434,0.4995537823196077,0.8704746575411461,0.8704746575411461,14,3.7799
8,1,8,130.36725504000003,5.0457,5.567477226257324,0.0058,0.0533,23.4672,95.1089,0.60888,False,False,False,180.74792779041007,0.0015202326399419,0.9357996838983758,0.0,21.0432,25.8912,0.0561,4.9896,112,800,21.0432,25.8912,0.9357996838983758,True,109.66024753000002,432.19771724,0.1894767690285138,0.6898592910981923,0.9357996838983758,0.9357996838983758,12,4.6891
8,1,5,125.1449674,4.822900000000001,5.341787338256836,0.0049,0.0524,23.5222,94.81935,0.6079633333333334,False,False,False,116.11268819326789,0.0016568315371781,0.9519909426835816,0.0,21.0396,26.0048,0.0551,4.7678,60,500,21.0396,26.0048,0.9519909426835816,True,109.66024753000002,432.19771724,0.1187019716782749,0.757039676381384,0.9519909426835816,0.9519909426835816,4,8.7519
8,1,4,121.73292945,4.7269,5.24721884727478,0.0048,0.0595,23.1755,94.7732,0.6137416666666666,False,False,False,93.9304631089164,0.0017378628973761,0.9625696762275252,0.0,20.5281,25.8229,0.0622,4.6647,44,400,20.5281,25.8229,0.9625696762275252,True,109.66024753000002,432.19771724,0.0944127063346716,0.7968915207832757,0.9625696762275252,0.9625696762275252,8,6.3907
8,1,3,120.27643144,4.666,5.183089733123779,0.004,0.0518,23.3182,94.1299,0.6113633333333334,False,False,False,73.2961694607438,0.0017818647257542,0.9670854244638762,0.0,20.8006,25.8358,0.0543,4.6117,42,300,20.8006,25.8358,0.9670854244638762,True,109.66024753000002,432.19771724,0.0718184069939864,0.8185319574442703,0.9670854244638762,0.9670854244638762,12,4.8326
8,1,2,118.55407427,4.6429,5.165532112121582,0.0038,0.0519,23.34195,93.74845,0.6109675,False,False,False,48.245698109867085,0.0018167458872435,0.9724254464202357,0.0,21.0968,25.5871,0.0544,4.5885,24,200,21.0968,25.5871,0.9724254464202357,True,109.66024753000002,432.19771724,0.0443884470458739,0.8356867801799793,0.9724254464202357,0.9724254464202357,8,6.8214
8,1,1,117.34806266,4.6151,5.139219284057617,0.0034,0.049,23.11735,93.44175,0.6147108333333333,False,False,False,23.834797981669308,0.0018464729906063,0.9761645828718372,0.0,20.7551,25.4796,0.0514,4.5637,10,100,20.7551,25.4796,0.9761645828718372,True,109.66024753000002,432.19771724,0.0176588097693919,0.8503067976008449,0.9761645828718372,0.9761645828718372,8,6.3357
8,0,32,220.13699653,9.4908,10.022933959960938,0.0128,0.0833,22.52885,93.1545,0.6245191666666667,False,False,False,387.7438795734944,0.0004786346565046,0.6574762333835759,0.0,21.8505,23.2072,0.0869,9.4039,480,3200,21.8505,23.2072,0.6574762333835759,True,109.66024753000002,432.19771724,0.4161348062088288,0.1775934144818012,0.6574762333835759,0.6574762333835759,4,8.9893
8,0,26,202.8536999,8.7308,9.254452228546144,0.0111,0.0819,21.88925,92.4838,0.6351791666666667,False,False,False,342.4657141996479,0.0005646288003173,0.7110616250143212,0.0,20.5174,23.2611,0.0854,8.6454,390,2600,20.5174,23.2611,0.7110616250143212,True,109.66024753000002,432.19771724,0.3665557685399365,0.2198859939266358,0.7110616250143212,0.7110616250143212,4,9.0
8,0,16,174.34786858,7.577500000000001,8.097121000289917,0.0083,0.0555,21.228,91.91585,0.6462,False,False,False,240.712604326941,0.0007569329522416,0.7994415312175607,0.0,19.4194,23.0366,0.0586,7.5189,224,1600,19.4194,23.0366,0.7994415312175607,True,109.66024753000002,432.19771724,0.2551373569136595,0.3144626506876029,0.7994415312175607,0.7994415312175607,12,5.0862
8,0,8,152.98621323,6.5658,7.080192565917969,0.006,0.0537,21.261650000000003,91.7361,0.6456391666666667,False,False,False,138.90155976399527,0.0009955430732996,0.865671527283465,0.0,19.187,23.3363,0.0567,6.5091,112,800,19.187,23.3363,0.865671527283465,True,109.66024753000002,432.19771724,0.1436555075096817,0.4318129382044428,0.865671527283465,0.865671527283465,12,4.4898
8,0,5,145.0382507,6.2006,6.719574213027954,0.0049,0.0515,21.43535,91.3401,0.6427441666666667,False,False,False,90.31382603073476,0.0011119460858941,0.8903135093054179,0.0,19.4449,23.4258,0.0542,6.1464,60,500,19.4449,23.4258,0.8903135093054179,True,109.66024753000002,432.19771724,0.0904525329386565,0.4890608325318727,0.8903135093054179,0.8903135093054179,8,6.1714
8,0,4,142.8734624,6.1037,6.623684883117676,0.0044,0.0525,21.5377,90.5537,0.6410383333333333,False,False,False,74.05343086104644,0.0011467143578016,0.8970252513611436,0.0,19.6334,23.442,0.055,6.0487,52,400,19.6334,23.442,0.8970252513611436,True,109.66024753000002,432.19771724,0.0726475989716386,0.5061601353054332,0.8970252513611436,0.8970252513611436,6,7.5697
8,0,3,140.27256587,5.984,6.501787900924683,0.0041,0.0525,21.46225,90.32005,0.6422958333333334,False,False,False,56.14972323701149,0.0011913398620014,0.9050891099024118,0.0,19.4461,23.4784,0.0551,5.9289,36,300,19.4461,23.4784,0.9050891099024118,True,109.66024753000002,432.19771724,0.0530432579526099,0.5281073005187551,0.9050891099024118,0.9050891099024118,6,7.5211
8,0,2,137.75290997000002,5.8567,6.37328314781189,0.004,0.0519,21.50605,90.03715,0.6415658333333333,False,False,False,38.588276915621954,0.0012394991663079,0.9129010887781234,0.0,19.4534,23.5587,0.0544,5.8023,26,200,19.4534,23.5587,0.9129010887781234,True,109.66024753000002,432.19771724,0.0338136888766658,0.5517924157264229,0.9129010887781234,0.9129010887781234,10,4.6519
8,0,1,134.08370754,5.702,6.220057249069214,0.0034,0.0482,21.50105,89.99775,0.6416491666666667,False,False,False,19.4668503214924,0.0013079669683116,0.9242771389260304,0.0,19.4505,23.5516,0.0506,5.6514,11,100,19.4505,23.5516,0.9242771389260304,True,109.66024753000002,432.19771724,0.0128759604690368,0.585465405854232,0.9242771389260304,0.9242771389260304,12,4.2946
6,10,32,169.85057125,4.2225,4.73806357383728,0.0132,0.0977,30.4898,89.8921,0.4918366666666666,False,False,False,871.5214040209818,0.0013943228009045,0.8133850191913566,0.0,20.2623,40.7173,0.1016,4.1209,480,3200,20.2623,40.7173,0.8133850191913566,True,109.66024753000002,432.19771724,0.945865282474984,0.6279358666150865,0.8133850191913566,0.8133850191913566,12,4.5015
6,10,26,167.76201221999997,4.256399999999999,4.776661396026611,0.0113,0.1002,35.93985,90.31265,0.4010025,False,False,False,714.6883012197395,0.0014004381666589,0.8198604188770984,0.0,32.2875,39.5922,0.1038,4.1526,442,2600,32.2875,39.5922,0.8198604188770984,True,109.66024753000002,432.19771724,0.7741349518109373,0.6309434503938661,0.8198604188770984,0.8198604188770984,10,5.8056
6,10,16,152.18300105,4.2232,4.743131399154663,0.0084,0.0592,33.44485,90.3777,0.4425858333333333,False,False,False,439.47706964456574,0.0015559377086414,0.868161818351731,0.0,30.7757,36.114,0.0625,4.1607,256,1600,30.7757,36.114,0.868161818351731,True,109.66024753000002,432.19771724,0.472782017024202,0.7074193177186705,0.868161818351731,0.868161818351731,8,7.195
6,10,8,142.41960171,4.3092,4.8301310539245605,0.0062,0.0596,30.91605,90.31355,0.4847325,False,False,False,219.0661331416196,0.0016294220206065,0.8984324078394532,0.0,28.7178,33.1143,0.0629,4.2463,144,800,28.7178,33.1143,0.8984324078394532,True,109.66024753000002,432.19771724,0.2314347355412054,0.7435594659187329,0.8984324078394532,0.8984324078394532,4,9.0
6,10,5,136.48350791,4.25,4.770498752593994,0.0048,0.0526,29.02855,89.97005,0.5161908333333334,False,False,False,135.29408581315627,0.0017239747193234,0.9168367619299632,0.0,25.8609,32.1962,0.0553,4.1947,75,500,25.8609,32.1962,0.9168367619299632,True,109.66024753000002,432.19771724,0.1397053676261098,0.7900612083038567,0.9168367619299632,0.9168367619299632,4,8.4932
6,10,4,134.48383199999998,4.2586,4.785125732421875,0.0049,0.0513,28.295,89.9435,0.5284166666666666,False,False,False,108.95596934298378,0.0017460757228869,0.9230365870597316,0.0,24.9247,31.6653,0.0543,4.2043,64,400,24.9247,31.6653,0.9230365870597316,True,109.66024753000002,432.19771724,0.1108654520106989,0.8009306513563436,0.9230365870597316,0.9230365870597316,12,4.0187
6,10,3,133.58430011,4.2721,4.789038181304932,0.0041,0.0525,27.9569,89.8127,0.5340516666666667,False,False,False,77.94759534009144,0.0017522786515498,0.9258255091989448,0.0,24.5571,31.3567,0.0551,4.217,33,300,24.5571,31.3567,0.9258255091989448,True,109.66024753000002,432.19771724,0.0769116614795015,0.8039812992450965,0.9258255091989448,0.9258255091989448,8,7.252
6,10,2,131.5982632,4.227,4.752655029296875,0.0037,0.0523,27.68335,89.77565,0.5386108333333334,False,False,False,52.99265365681247,0.0017977015537416,0.9319830477689152,0.0,24.1421,31.2246,0.0548,4.1722,24,200,24.1421,31.2246,0.9319830477689152,True,109.66024753000002,432.19771724,0.0495863053497906,0.8263206309063982,0.9319830477689152,0.9319830477689152,4,8.5782
6,10,1,130.28536342,4.2655,4.781725883483887,0.0036,0.0481,27.32785,89.7868,0.5445358333333333,False,False,False,27.429368789270004,0.0017994277934736,0.9360535819030747,0.0,24.0334,30.6223,0.0507,4.2148,17,100,24.0334,30.6223,0.9360535819030747,True,109.66024753000002,432.19771724,0.0215948208688274,0.8271696088457071,0.9360535819030747,0.9360535819030747,4,8.5524
6,9,32,169.27531304,4.292000000000001,4.818165063858032,0.0135,0.1381,32.95375,90.2881,0.4507708333333333,False,False,False,902.1433126413528,0.0013764063276386,0.8151685583581928,0.0,26.0068,39.9007,0.1424,4.1496,672,3200,26.0068,39.9007,0.8151685583581928,True,109.66024753000002,432.19771724,0.97939589813592,0.6191244076555013,0.8151685583581928,0.8151685583581928,10,5.6623
6,9,26,164.19444991999998,4.2612000000000005,4.778107643127441,0.0114,0.1234,35.3206,90.34815,0.4113233333333334,False,False,False,750.4926428018766,0.0014292546306628,0.830921342444235,0.0,31.905,38.7362,0.1271,4.1341,598,2600,31.905,38.7362,0.830921342444235,True,109.66024753000002,432.19771724,0.8133402682223663,0.6451156083940509,0.830921342444235,0.830921342444235,4,8.9345
6,9,16,149.08517058,4.2405,4.759620428085327,0.0085,0.0738,32.7102,90.96735,0.45483,False,False,False,452.77668841488304,0.0015817887601023,0.8777663783204854,0.0,30.1706,35.2498,0.0771,4.1634,320,1600,30.1706,35.2498,0.8777663783204854,True,109.66024753000002,432.19771724,0.4873449370222004,0.7201330630874309,0.8777663783204854,0.8777663783204854,4,8.7562
6,9,8,137.90054271000002,4.2381,4.753085136413574,0.0059,0.0634,30.1231,90.51115,0.4979483333333333,False,False,False,232.1794596211841,0.0017110504862515,0.9124433660207248,0.0,27.6299,32.6163,0.0663,4.1718,184,800,27.6299,32.6163,0.9124433660207248,True,109.66024753000002,432.19771724,0.2457936677577998,0.7837049713588767,0.9124433660207248,0.9124433660207248,8,6.3403
6,9,5,134.05717598,4.2976,4.814332008361816,0.005,0.0526,28.29515,90.15255,0.5284141666666666,False,False,False,130.30525635115964,0.0017357370823957,0.924359397771875,0.0,25.3201,31.2702,0.0554,4.2422,60,500,25.3201,31.2702,0.924359397771875,True,109.66024753000002,432.19771724,0.1342426603415324,0.7958460286723182,0.924359397771875,0.924359397771875,10,5.2341
6,9,4,130.9343397,4.2702,4.78210186958313,0.0045,0.052,27.32225,90.11645,0.5446291666666667,False,False,False,103.97637019896722,0.0017885382010564,0.9340414861283312,0.0,23.8945,30.75,0.0546,4.2156,44,400,23.8945,30.75,0.9340414861283312,True,109.66024753000002,432.19771724,0.1054128518114915,0.8218140237790258,0.9340414861283312,0.9340414861283312,8,6.4419
6,9,3,130.06325055999997,4.2463,4.7648093700408936,0.0044,0.059,27.3082,89.9787,0.5448633333333334,False,False,False,79.83418980425552,0.0018106508870704,0.93674222393961,0.0,23.8872,30.7292,0.0617,4.1846,39,300,23.8872,30.7292,0.93674222393961,True,109.66024753000002,432.19771724,0.0789774593587314,0.8326892123502531,0.93674222393961,0.93674222393961,4,8.3607
6,9,2,128.15171628,4.226,4.744925260543823,0.0039,0.0513,27.2775,89.97874999999999,0.5453749999999999,False,False,False,53.95171463518347,0.0018464862568619,0.9426687734401028,0.0,24.1508,30.4042,0.0538,4.1722,28,200,24.1508,30.4042,0.9426687734401028,True,109.66024753000002,432.19771724,0.0506364653989185,0.8503133220470777,0.9426687734401028,0.9426687734401028,10,5.1403
6,9,1,125.47662624,4.1712,4.692124843597412,0.0034,0.0486,26.8487,89.9512,0.5525216666666667,False,False,False,26.13156258832888,0.0019106280628966,0.9509626626505726,0.0,23.5347,30.1627,0.051,4.1202,9,100,23.5347,30.1627,0.9509626626505726,True,109.66024753000002,432.19771724,0.0201737389413218,0.8818587541798657,0.9509626626505726,0.9509626626505726,4,8.6025
6,8,32,164.19824952,4.3766,4.90001654624939,0.0132,0.1401,31.5054,90.31125,0.47491,False,False,False,892.0164301018074,0.0013915365580585,0.8309095621075089,0.0,25.0697,37.9411,0.1441,4.2325,704,3200,25.0697,37.9411,0.8309095621075089,True,109.66024753000002,432.19771724,0.9683070855316316,0.626565571014788,0.8309095621075089,0.8309095621075089,4,8.8093
6,8,26,155.568296,4.2352,4.766459941864014,0.0121,0.0963,33.4984,90.3819,0.4416933333333334,False,False,False,724.4048157336571,0.0015177665620437,0.8576659992053732,0.0,30.1043,36.8925,0.1,4.1352,468,2600,30.1043,36.8925,0.8576659992053732,True,109.66024753000002,432.19771724,0.7847744164429145,0.68864645507466,0.8576659992053732,0.8576659992053732,10,6.0379
6,8,16,144.20094876,4.2732,4.79278564453125,0.0084,0.0759,31.4211,90.30205,0.476315,False,False,False,453.0561515828532,0.0016228510534701,0.8929094927759673,0.0,29.0073,33.8349,0.0792,4.194,336,1600,29.0073,33.8349,0.8929094927759673,True,109.66024753000002,432.19771724,0.48765094577537,0.7403278138861338,0.8929094927759673,0.8929094927759673,8,5.7277
6,8,8,131.80945478,4.237100000000001,4.757065057754517,0.0059,0.0583,28.8834,90.3476,0.51861,False,False,False,220.90575608181155,0.0017905428623204,0.9313282662324014,0.0,26.5922,31.1746,0.0612,4.1759,136,800,26.5922,31.1746,0.9313282662324014,True,109.66024753000002,432.19771724,0.2334491001757986,0.8227999315630441,0.9313282662324014,0.9313282662324014,12,4.6115
6,8,5,127.76225001,4.2883,4.808133125305176,0.0053,0.0517,27.07155,90.52655,0.5488075,False,False,False,130.5878481944248,0.0018252076806442,0.943876280494555,0.0,24.2789,29.8642,0.0545,4.2338,60,500,24.2789,29.8642,0.943876280494555,True,109.66024753000002,432.19771724,0.1345520949559097,0.8398483550707442,0.943876280494555,0.943876280494555,8,6.9051
