step,episode,entropy,latency,num_layers,temperature,reward,entropy_penalty,prefill_freq,decode_freq,batch_size,per_token_latency,decode_latency,max_temp
155,400,0.947,4.6951,16,87.56995,0.45356068335378297,0.23997855084082834,5,4,7,0.005684140435835351,4.6365,95.0
156,400,0.8786,4.7029000000000005,16,88.78415000000001,0.4418778513889643,0.1933952534828255,2,6,25,0.0015676333333333335,4.5289,95.0
157,400,0.9019,4.6406,16,89.04905,0.4656454047437817,0.19327595405562514,5,6,19,0.0020019844693701465,4.5282,95.0
158,400,0.7308,5.0550999999999995,16,90.25954999999999,0.5239321952743689,0.13466515236408835,3,3,25,0.001758295652173913,4.9349,95.0
159,400,0.9377,4.7608,16,90.6522,0.49687517998591424,0.16903054770558865,7,4,25,0.0016138305084745762,4.6697,95.0
160,400,0.7739,5.2814000000000005,16,91.37385,0.5179080695020319,0.12668761781931964,0,3,25,0.001745917355371901,4.9621,95.0
161,400,4.6918,4.1096,14,92.55265,0.9292498781385873,-0.20196042671380088,5,7,19,0.001833006244424621,4.0293,95.0
162,400,0.8858,4.619,16,93.3335,0.573832131697758,0.11819465415993553,5,7,13,0.003089632107023411,4.5568,95.0
163,400,5.46,4.263599999999999,14,94.17009999999999,0.9586837563319089,-0.2620323419277042,10,5,31,0.0011273400317292437,4.1541,95.0
164,400,4.3161,4.2839,14,94.75115,1.4044415499630583,-0.6939619941016517,9,5,31,0.0012121958121109225,4.205,95.0
165,400,0.8788,4.636299999999999,16,95.1106,0.5439764223924545,0.09751849827808386,6,7,25,0.001545433333333333,4.5333,95.0
166,400,9.0614,2.948,9,96.13274999999999,3.235326463915629,-2.399331992754419,7,6,31,0.0007991325562483058,2.8687,95.0
167,400,3.8105,6.6219,14,95.9853,1.4052966177995878,-0.8486066281993921,6,1,31,0.0018257237386269645,6.5117,95.0
168,400,0.8994,4.6951,16,96.82595,0.5295921793524536,0.10001634665135531,5,4,19,0.002112055780476833,4.6089,95.0
169,400,0.8371,4.774,16,97.3197,0.48989289699846555,0.09249356611233125,6,4,25,0.0016462068965517242,4.6747,95.0
170,400,1.1311,4.7749999999999995,16,98.0504,0.45900631278007875,0.12883148344551829,1,4,13,0.003250510551395507,4.6476,95.0
171,400,9.1041,3.8024,12,98.5598,0.8243335010302294,-0.22981736723297796,10,6,31,0.0010053939714436805,3.7016,95.0
172,400,9.1257,3.4733,10,99.08914999999999,2.284434958911139,-1.6448170241796674,6,5,25,0.0011773898305084745,3.3964,95.0
173,400,9.0741,3.5787,9,98.85085000000001,3.067450881428374,-2.3914271925968706,1,9,31,0.0010038429172510518,3.4467,95.0
174,400,3.8183,5.0013,14,98.7833,1.4005477569166724,-0.84690884777946,10,2,19,0.002193552631578947,4.9159,95.0
175,400,0.9303,5.9475,16,99.03905,0.366416418532703,0.10378246819180179,4,9,19,0.002770144387517466,5.865,95.0
176,400,8.1958,4.7148,12,98.79225,1.3326282327731098,-0.7505607041735254,1,4,25,0.001533268292682927,4.5098,95.0
177,400,4.4053,5.8558,14,98.84315000000001,1.1820253157181515,-0.7112318610558018,0,4,31,0.001587367850365953,5.5496,95.0
178,400,4.6256,8.735,14,98.8075,0.9673039860477417,-0.6560585651247063,7,0,31,0.0023879168944778567,8.5878,95.0
179,400,8.3358,4.7124,12,98.94015,1.2703640593720533,-0.6763318446729851,0,10,19,0.0021948765719608755,4.5854,95.0
180,400,1.1445,5.934,16,98.91735,0.3669940188904255,0.1305391586803946,7,8,13,0.003935013262599469,5.853,95.0
181,400,1.0281,6.8193,16,98.9208,0.2926229890763713,0.1158570002511433,0,4,25,0.0023719304347826087,6.5988,95.0
182,400,0.8185,6.2946,16,98.8731,0.37578977049052376,0.09026570922821105,4,5,19,0.002831578947368421,6.157,95.0
183,400,8.828,5.790699999999999,12,98.8912,0.9115882733665897,-0.39823016501866526,6,7,31,0.0016243197755960728,5.6511,95.0
184,400,9.1741,4.7294,10,98.91544999999999,2.2266480332375194,-1.6141924842657072,4,4,25,0.0015764666666666666,4.5968,95.0
185,400,0.8368,6.3242,16,98.86574999999999,0.3953719345166214,0.09245756713961627,8,6,13,0.004193766578249337,6.2282,95.0
186,400,9.3027,5.0512999999999995,10,98.9964,2.111509380697143,-1.5313672892721955,10,6,31,0.0014169144460028048,4.9209,95.0
187,400,9.0118,5.8162,9,98.92314999999999,2.9847917655322878,-2.4300126641948974,6,0,25,0.001922710743801653,5.6767,95.0
188,400,4.7771,5.432799999999999,14,98.80205000000001,1.1804084714726095,-0.6166803870870987,5,5,13,0.003453782581055308,5.3004,95.0
189,400,0.8891,6.9709,16,99.0369,0.31349606811720515,0.09876613607326219,10,5,19,0.0031092328278322927,6.8251,95.0
190,400,0.9257,7.0188999999999995,16,99.0134,0.2911128106052603,0.10322034021241833,2,6,25,0.0024627719298245614,6.8621,95.0
191,400,1.0312,6.6418,16,98.91615,0.34955201343453907,0.11624360596020966,5,8,13,0.004481646423751687,6.5261,95.0
192,400,1.6038,6.0072,15,98.9716,1.0075684643746101,-0.5223592485493531,7,7,19,0.0027492906178489705,5.876,95.0
193,400,0.8361,8.8383,16,98.8694,0.1749497554219191,0.09237357793589893,10,8,31,0.0023179386309992132,8.5378,95.0
194,400,5.0404,6.3431,14,99.0412,1.0380002230414307,-0.5453389348562725,5,5,13,0.004206299734748011,6.2547,95.0
195,400,9.225,5.437399999999999,10,98.85884999999999,2.149801451827015,-1.5816646822880331,4,4,25,0.0017974876033057848,5.2612,95.0
196,400,4.8159,6.671600000000001,14,99.02515,1.0191596657919801,-0.6064020274055579,9,7,31,0.0018238381629305633,6.4553,95.0
197,400,1.1224,6.1027,16,98.91085,0.3905787127669712,0.12772521667240794,8,7,7,0.007515640394088669,6.0329,95.0
198,400,4.5853,6.3597,14,98.90275,1.10870333573837,-0.6663340618603574,9,7,31,0.00175343258891646,6.1582,95.0
199,400,4.748,6.6591,14,98.77965,1.0692268702293597,-0.6243369831982314,9,4,31,0.0017607350608143837,6.4361,95.0
200,400,0.8363,4.603700000000001,16,94.62185,0.5794932706381255,0.09632906982631781,8,8,13,0.0030793979933110374,4.5448,95.0
201,400,0.9119,4.9054,16,89.38765000000001,0.43459320985010913,0.18845600527734013,6,4,31,0.0013759887798036466,4.8055,95.0
202,400,0.8795,4.8008999999999995,16,84.78655,0.283486538052186,0.3007740732508501,5,5,31,0.0012905645161290322,4.6591,95.0
203,400,0.8904,4.676399999999999,16,80.64355,0.0699615054505433,0.48122151465488433,9,5,25,0.0016408421052631576,4.6099,95.0
204,400,0.8807,4.617900000000001,16,76.52674999999999,-0.2619285545806881,0.7222687937449457,6,6,19,0.0020253947368421054,4.5334,95.0
205,400,0.8147,4.660200000000001,16,74.3929,-0.2127708369115553,0.6636227610214102,8,8,31,0.001295939933259177,4.5707,95.0
206,400,0.9747,4.8025,16,72.00534999999999,-0.3749214279977656,0.8071427625677152,8,6,31,0.0012803252466009065,4.683,95.0
207,400,0.8281,4.9664,16,70.05555000000001,-0.2566386638801036,0.6754671343920129,6,4,31,0.0013576817933296883,4.8432,95.0
208,400,0.911,4.718100000000001,16,68.56139999999999,-0.31713699172631776,0.7494530276719793,5,6,31,0.0013350594227504247,4.6035,95.0
209,400,0.924,4.7783,16,66.89775,-0.33304592431087254,0.761166826884129,7,5,31,0.0013062602515035537,4.6642,95.0
210,400,0.8316,4.7517000000000005,16,66.2488,-0.2676210998491015,0.678566045878569,4,10,31,0.0012989885183160197,4.5982,95.0
